trw_id	struct_idx	sub_idx	county	phillimore	ten_in_chief	lord_86	demesne_86	holding	units	value_86	v_86_code	waste_86
8550	215	1	KEN	"5,41"	Bishop Odo of Bayeux	Ansketil {of Rots}	N	1	geld	5	-	N
8580	216	1	KEN	"5,42"	Bishop Odo of Bayeux	Haimo the sheriff	N	1	geld	8	-	N
8610	217	1	KEN	"5,43"	Bishop Odo of Bayeux	Vitalis	N	0.75	geld	5	-	N
8640	218	1	KEN	"5,44"	Bishop Odo of Bayeux	Ralph son of Turold	N	0.75	geld	4	-	N
8645	218	3	KEN	"5,44"	Bishop Odo of Bayeux	King William	N		-	0.42	-	N
8650	218	2	KEN	"5,44"	Bishop Odo of Bayeux	Richard (of Tonbridge)	N		-	0.06	-	N
8670	219	1	KEN	"5,45"	Bishop Odo of Bayeux	Hugh of Port	N	0.5	geld	2	-	N
8700	220	1	KEN	"5,46"	Bishop Odo of Bayeux	Hugh of Port	N	2.5	geld	6	-	N
8730	221	1	KEN	"5,47"	Bishop Odo of Bayeux	Hugh of Port	N	1	geld	1.5	-	N
8760	222	1	KEN	"5,48"	Bishop Odo of Bayeux	Ranulf of Colombières	N	1	geld	5	-	N
8790	223	1	KEN	"5,49"	Bishop Odo of Bayeux	Robert the interpreter	F	0.5	geld	2	-	N
8820	224	1	KEN	"5,50"	Bishop Odo of Bayeux	Robert the interpreter	F	0.25	geld	0.5	-	N
8850	225	1	KEN	"5,51"	Bishop Odo of Bayeux	Ralph son of Turold	N	2.5	geld	6	-	N
8880	226	1	KEN	"5,52"	Bishop Odo of Bayeux	Ralph son of Turold	N	1.75	geld	6	-	N
8890	226	2	KEN	"5,52"	Bishop Odo of Bayeux	Richard (of Tonbridge)	N		-	0.25	-	N
8910	227	1	KEN	"5,53"	Bishop Odo of Bayeux	Ralph son of Turold	N	2.62	geld	8	-	N
8920	227	2	KEN	"5,53"	Bishop Odo of Bayeux	Richard (of Tonbridge)	N		-	0.08	-	N
8940	228	1	KEN	"5,54"	Bishop Odo of Bayeux	Herbert son of Ivo	N	2.25	geld	11	-	N
8970	229	1	KEN	"5,55"	Bishop Odo of Bayeux	Wadard <of Cogges>	N	2	geld	5	-	N
9000	230	1	KEN	"5,56"	Bishop Odo of Bayeux	Ansketil {of Rots}	N	1	geld	4.45	-	N
9030	230	2	KEN	"5,56"	Bishop Odo of Bayeux	Richard of Tonbridge	N		-	0.55	-	N
9060	231	1	KEN	"5,57"	Bishop Odo of Bayeux	Ralph of Courbépine	N	6	geld	12	-	N
9090	232	1	KEN	"5,58"	Bishop Odo of Bayeux	Ralph of Courbépine	N	6	geld	12	-	N
9100	232	2	KEN	"5,58"	Bishop Odo of Bayeux	Bishop of Rochester	N		-	0.35	-	N
9120	233	1	KEN	"5,59"	Bishop Odo of Bayeux	Corbin (of Agneaux)	N	2	geld	8	-	N
9125	233	2	KEN	"5,59"	Bishop Odo of Bayeux	King William	N		-	2	-	N
9150	234	1	KEN	"5,60"	Bishop Odo of Bayeux	Richard of Tonbridge	N	6	geld	30	-	N
9180	235	1	KEN	"5,61"	Bishop Odo of Bayeux	2 free men	N	0.5	geld	1	-	N
9210	236	1	KEN	"5,62"	Bishop Odo of Bayeux	Richard of Tonbridge	N	0.25	geld	0.75	-	N
9240	237	1	KEN	"5,63"	Bishop Odo of Bayeux	Hugh nephew of Herbert (son of Ivo)	N	2	geld	10	-	N
9270	238	1	KEN	"5,64"	Bishop Odo of Bayeux	Hugh nephew of Herbert (son of Ivo)	N	1	geld	3	-	N
9300	239	1	KEN	"5,65"	Bishop Odo of Bayeux	Hugh nephew of Herbert (son of Ivo)	N	0.25	geld	1	-	N
9330	240	1	KEN	"5,66"	Bishop Odo of Bayeux	Hugh nephew of Herbert (son of Ivo)	N	0.5	equal	0.5	equal	N
9360	240	2	KEN	"5,66"	Bishop Odo of Bayeux	Aethelwold the chamberlain	N	0.5	equal	0.5	equal	N
9390	241	2	KEN	"5,67"	Bishop Odo of Bayeux	Abbey of Canterbury	N	0.5	geld	0.5	-	N
9420	241	1	KEN	"5,67"	Bishop Odo of Bayeux	Aethelwold (the chamberlain)	N	2.5	geld	20	-	N
9430	241	3	KEN	"5,67"	Bishop Odo of Bayeux	Count of Eu	N		-	1	-	N
9450	242	1	KEN	"5,68"	Bishop Odo of Bayeux	Ansgot of Rochester	N	2	geld	7	-	N
9480	243	1	KEN	"5,69"	Bishop Odo of Bayeux	Ansgot of Rochester	N	2	geld	6	-	N
9510	244	1	KEN	"5,70"	Bishop Odo of Bayeux	Hugh of Port	N	3	geld	10	-	N
9540	245	1	KEN	"5,71"	Bishop Odo of Bayeux	Adam son of Hubert	N	4	geld	14	-	N
9570	246	1	KEN	"5,72"	Bishop Odo of Bayeux	Adam son of Hubert	N	3	geld	12	-	N
9600	247	1	KEN	"5,73"	Bishop Odo of Bayeux	Adam son of Hubert	N	1.5	geld	12	-	N
9630	248	1	KEN	"5,74"	Bishop Odo of Bayeux	Adam son of Hubert	N	1	geld	3.5	proportional	N
9660	248	2	KEN	"5,74"	Bishop Odo of Bayeux	Adam son of Hubert	N	1	geld	3.5	proportional	N
9690	249	1	KEN	"5,75"	Bishop Odo of Bayeux	Adam son of Hubert	N	1.5	geld	3	-	N
9720	250	1	KEN	"5,76"	Bishop Odo of Bayeux	Adam son of Hubert	N	0.5	geld	1.5	-	N
9750	251	1	KEN	"5,77"	Bishop Odo of Bayeux	Adam son of Hubert	N	0.5	geld	1	-	N
9780	252	1	KEN	"5,78"	Bishop Odo of Bayeux	William son of Robert	N	1	geld	4	-	N
9810	253	1	KEN	"5,79"	Bishop Odo of Bayeux	Hugh nephew of Herbert (son of Ivo)	N	1	geld	6	-	N
9840	254	1	KEN	"5,80"	Bishop Odo of Bayeux	Hugh nephew of Herbert (son of Ivo)	N	1	geld	4	-	N
9870	255	1	KEN	"5,81"	Bishop Odo of Bayeux	Hugh nephew of Herbert (son of Ivo)	N	0.5	geld	2	-	N
9900	256	1	KEN	"5,82"	Bishop Odo of Bayeux	Hugh nephew of Herbert (son of Ivo)	N	0.5	geld	2	-	N
9930	257	1	KEN	"5,83"	Bishop Odo of Bayeux	Geoffrey of Rots	N	1.25	geld	4	-	N
9960	258	1	KEN	"5,84"	Bishop Odo of Bayeux	Robert the interpreter	F	1	geld	3	-	N
9990	259	1	KEN	"5,85"	Bishop Odo of Bayeux	Robert the interpreter	F	1	geld	5.25	-	N
10020	260	1	KEN	"5,86"	Bishop Odo of Bayeux	Ralph of Courbépine	N	3	geld	12	-	N
10050	261	1	KEN	"5,87"	Bishop Odo of Bayeux	Ralph of Courbépine	N	1	geld	1.5	-	N
10080	262	1	KEN	"5,88"	Bishop Odo of Bayeux	Odo	N	0.5	geld	3	-	N
10110	263	1	KEN	"5,89"	Bishop Odo of Bayeux	Robert the interpreter	F	6	geld	15	-	N
10140	264	1	KEN	"5,90"	Bishop Odo of Bayeux	William of Thaon's son	N	1.25	geld	3.5	-	N
10170	265	1	KEN	"5,91"	Bishop Odo of Bayeux	Ansgot of Rochester	N	1	geld	5	-	N
10200	266	1	KEN	"5,92"	Bishop Odo of Bayeux	Ansgot of Rochester	N	2	geld	5.5	-	N
10230	267	2	KEN	"5,93"	Bishop Odo of Bayeux	Ansketil of Rots	N	3	geld	6.25	-	N
10260	267	1	KEN	"5,93"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y	45.25	geld	60	-	N
10290	267	4	KEN	"5,93"	Bishop Odo of Bayeux	Richard of Tonbridge	N	0.5	geld	2	-	N
10320	267	3	KEN	"5,93"	Bishop Odo of Bayeux	Adam son of Hubert	N	1.25	geld	1.5	-	N
10350	268	1	KEN	"5,94"	Bishop Odo of Bayeux	Adam (son of Hubert)	N	0.25	geld	0.5	-	N
10380	269	2	KEN	"5,95"	Bishop Odo of Bayeux	Rainer	N	0.25	geld	2	-	N
10410	269	1	KEN	"5,95"	Bishop Odo of Bayeux	Ranulf of Colombières	N	0.75	geld	7	-	N
10440	270	1	KEN	"5,96"	Bishop Odo of Bayeux	Haimo {the sheriff}	N	3	geld	8.25	-	N
10445	270	2	KEN	"5,96"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y		-		-	N
10470	271	1	KEN	"5,97"	Bishop Odo of Bayeux	Ralph son of Turold	N	2	geld	6	-	N
10475	271	2	KEN	"5,97"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y		-		-	N
10500	272	1	KEN	"5,98"	Bishop Odo of Bayeux	Hugh of Bréboeuf	N	2	geld	5	-	N
10530	273	1	KEN	"5,99"	Bishop Odo of Bayeux	Robert (the interpreter)	F	1	geld	5	-	N
10560	274	1	KEN	"5,100"	Bishop Odo of Bayeux	Robert (the interpreter)	F	0.25	geld	2	-	N
10590	275	1	KEN	"5,101"	Bishop Odo of Bayeux	Ranulf of Colombières	N	0.25	geld	2	-	N
10620	276	1	KEN	"5,102"	Bishop Odo of Bayeux	Robert the interpreter	F	6.5	geld	30	-	N
10650	276	2	KEN	"5,102"	Bishop Odo of Bayeux	Helto (the steward)	N	0.5	geld	2	-	N
10680	277	1	KEN	"5,103"	Bishop Odo of Bayeux	Ralph son of Turold	N	1.5	geld	3.22	-	N
10710	277	2	KEN	"5,103"	Bishop Odo of Bayeux	Richard of Tonbridge	N		-	0.65	-	N
10715	277	3	KEN	"5,103"	Bishop Odo of Bayeux	King William	N		-	0.06	-	N
10740	278	1	KEN	"5,104"	Bishop Odo of Bayeux	Adam (son of Hubert)	N	3	geld	10	-	N
10745	278	3	KEN	"5,104"	Bishop Odo of Bayeux	King William	N		-	0.35	-	N
10750	278	4	KEN	"5,104"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y		-		-	N
10760	278	2	KEN	"5,104"	Bishop Odo of Bayeux	Ranulf Peverel	N	1	geld		not separately valued	N
10770	279	1	KEN	"5,105"	Bishop Odo of Bayeux	Adam (son of Hubert)	N	5	geld	15	-	N
10800	280	1	KEN	"5,106"	Bishop Odo of Bayeux	Adam (son of Hubert)	N	1.5	geld	4	-	N
10830	280	2	KEN	"5,106"	Bishop Odo of Bayeux	Richard of Tonbridge	N		-	0.35	-	N
10860	281	1	KEN	"5,107"	Bishop Odo of Bayeux	Adam (son of Hubert)	N	0.5	geld	0.75	-	N
10890	282	1	KEN	"5,108"	Bishop Odo of Bayeux	Ralph son of Turold	N	1	geld	4	-	N
10920	283	1	KEN	"5,109"	Bishop Odo of Bayeux	Ansgot of Rochester	N	0.5	geld	2	-	N
10950	284	1	KEN	"5,110"	Bishop Odo of Bayeux	Arnulf of Hesdin	N	0.5	geld	1.5	-	N
10980	285	1	KEN	"5,111"	Bishop Odo of Bayeux	Arnulf of Hesdin	N	0.75	geld	3	-	N
11010	286	1	KEN	"5,112"	Bishop Odo of Bayeux	Odo	N	0.25	geld	1	-	N
11040	287	1	KEN	"5,113"	Bishop Odo of Bayeux	Odo	N	0.5	geld	1.5	-	N
11070	288	1	KEN	"5,114"	Bishop Odo of Bayeux	Helto (the steward)	N	0.5	geld	1.5	-	N
11100	289	1	KEN	"5,115"	Bishop Odo of Bayeux	Hugh of Port	N	3.5	geld	8	-	N
11130	290	1	KEN	"5,116"	Bishop Odo of Bayeux	Hugh of Port	N	2	geld	6	-	N
11160	291	1	KEN	"5,117"	Bishop Odo of Bayeux	Hugh of Port	N	0.87	geld	1.5	-	N
11190	292	1	KEN	"5,118"	Bishop Odo of Bayeux	Hugh of Port	N	2	geld	10.5	-	N
11220	293	1	KEN	"5,119"	Bishop Odo of Bayeux	Richard son of William	N	6	geld	19	-	N
11250	294	1	KEN	"5,120"	Bishop Odo of Bayeux	Ranulf	F	2	geld	7	-	N
11280	295	1	KEN	"5,121"	Bishop Odo of Bayeux	Ranulf	F	0.25	geld	2	-	N
11310	296	1	KEN	"5,122"	Bishop Odo of Bayeux	Ranulf	F	2	geld	12	-	N
11315	296	2	KEN	"5,122"	Bishop Odo of Bayeux	Hugh de Montfort	N		-	0.25	-	N
11340	297	1	KEN	"5,123"	Bishop Odo of Bayeux	Ranulf of Colombières	N	1	geld	5	-	N
11370	298	1	KEN	"5,124"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y	4	geld	30	-	N
11400	298	2	KEN	"5,124"	Bishop Odo of Bayeux	Geoffrey son of Maleterre	N	0.5	carucates	3	-	N
11430	299	1	KEN	"5,125"	Bishop Odo of Bayeux	Adam son of Hubert	N	0	-	0.4	-	N
11460	300	1	KEN	"5,126"	Bishop Odo of Bayeux	Haimo the sheriff	N	0.5	geld	3	-	N
11490	301	1	KEN	"5,127"	Bishop Odo of Bayeux	Haimo the sheriff	N	0.5	geld	9	-	N
11520	302	7	KEN	"5,128"	Bishop Odo of Bayeux	Walter of Abbeville	N	0.85	geld	1.5	-	N
11550	302	5	KEN	"5,128"	Bishop Odo of Bayeux	Alfred the steward	N	1.3	geld	2.5	-	N
11580	302	9	KEN	"5,128"	Bishop Odo of Bayeux	Eudo <of Folkestone>	N	0.5	geld	1	-	N
11610	302	10	KEN	"5,128"	Bishop Odo of Bayeux	Baldric (of Lindsey)	N	0.5	geld	1.5	-	N
11640	302	2	KEN	"5,128"	Bishop Odo of Bayeux	Hugh son of William	N	9	geld	20	-	N
11670	302	1	KEN	"5,128"	Bishop Odo of Bayeux	William of Arques	N	20.2	geld	100	-	N
11700	302	3	KEN	"5,128"	Bishop Odo of Bayeux	Bernard of St Ouen	N	4	geld	9	-	N
11730	302	11	KEN	"5,128"	Bishop Odo of Bayeux	Richard	N	0.48	geld	0.5	-	N
11760	302	8	KEN	"5,128"	Bishop Odo of Bayeux	Walter son of Engelbert	N	0.83	geld	1.5	-	N
11790	302	6	KEN	"5,128"	Bishop Odo of Bayeux	Wesman	N	1	geld	4	-	N
11820	302	4	KEN	"5,128"	Bishop Odo of Bayeux	Alfred	N	1.33	geld	4	-	N
11850	303	1	KEN	"5,129"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y	6	geld	40	-	N
11880	304	1	KEN	"5,130"	Bishop Odo of Bayeux	Adam son of Hubert	N	0.12	geld	0.5	-	N
11910	305	1	KEN	"5,131"	Bishop Odo of Bayeux	Ansfrid {Male}	N	0.5	geld	2	-	N
11940	306	1	KEN	"5,132"	Bishop Odo of Bayeux	Ralph of Courbépine	N	0.25	geld	0.5	-	N
11970	307	1	KEN	"5,133"	Bishop Odo of Bayeux	Ranulf of Colombières	N	0.25	geld		-	N
12000	308	1	KEN	"5,134"	Bishop Odo of Bayeux	Aethelwold {the chamberlain}	N	3	geld	15	-	N
12030	309	1	KEN	"5,135"	Bishop Odo of Bayeux	Osbern son of Ledhard	N	1	geld	2	-	N
12060	310	1	KEN	"5,136"	Bishop Odo of Bayeux	Osbern son of Ledhard	N	0.75	geld	4.37	proportional	N
12090	310	2	KEN	"5,136"	Bishop Odo of Bayeux	1 man-at-arms	N	0.25	geld	0.62	proportional	N
12120	311	1	KEN	"5,137"	Bishop Odo of Bayeux	Ralph of Courbépine	N	0.12	geld	0.4	-	N
12150	312	1	KEN	"5,138"	Bishop Odo of Bayeux	Fulbert	N	5	geld	42	-	N
12180	312	2	KEN	"5,138"	Bishop Odo of Bayeux	Osbern Paisforiere	N	1	geld	6	-	N
12210	312	3	KEN	"5,138"	Bishop Odo of Bayeux	Herbert son of Ivo	N		no units	10	-	N
12240	313	1	KEN	"5,139"	Bishop Odo of Bayeux	Vitalis	N	0.5	geld	1.5	-	N
12270	314	1	KEN	"5,140"	Bishop Odo of Bayeux	Vitalis	N	0.25	geld	1	-	N
12300	315	1	KEN	"5,141"	Bishop Odo of Bayeux	Adam (son of Hubert)	N	2	geld	5	-	N
12330	316	1	KEN	"5,142"	Bishop Odo of Bayeux	Adam (son of Hubert)	N	2	geld	5	-	N
12360	317	1	KEN	"5,143"	Bishop Odo of Bayeux	Hugh of Port	N	4	geld	12	-	N
12390	318	1	KEN	"5,144"	Bishop Odo of Bayeux	Fulbert	N	5	geld	30	-	N
12420	319	1	KEN	"5,145"	Bishop Odo of Bayeux	Hugh nephew of Herbert (son of Ivo)	N	5.5	geld	15.17	proportional	N
12450	319	2	KEN	"5,145"	Bishop Odo of Bayeux	Herbert (son of Ivo)	N	1.25	geld	3.44	proportional	N
12480	319	4	KEN	"5,145"	Bishop Odo of Bayeux	Turstin	N	0.25	geld	0.25	-	N
12510	319	3	KEN	"5,145"	Bishop Odo of Bayeux	Richard of le Marais	N	0.5	geld	1.38	proportional	N
12540	320	1	KEN	"5,146"	Bishop Odo of Bayeux	Ansfrid {Male}	N	1	geld	4	-	N
12570	321	2	KEN	"5,147"	Bishop Odo of Bayeux	Ranulf	N	0.08	geld	0.17	-	N
12600	321	1	KEN	"5,147"	Bishop Odo of Bayeux	Ansfrid {Male}	N	0.91	geld	5	-	N
12630	322	1	KEN	"5,148"	Bishop Odo of Bayeux	Ansfrid {Male}	N	0.25	geld	0.25	-	N
12660	323	1	KEN	"5,149"	Bishop Odo of Bayeux	Ansfrid {Male}	N	1	geld	4	-	N
12690	324	1	KEN	"5,150"	Bishop Odo of Bayeux	Ansfrid {Male}	N	0.25	geld	0.8	-	N
12720	325	1	KEN	"5,151"	Bishop Odo of Bayeux	Ansfrid {Male}	N	0.5	geld	1.2	-	N
12780	326	1	KEN	"5,152"	Bishop Odo of Bayeux	Osbern {Paisforiere}	N	1	geld	4	-	N
12810	327	1	KEN	"5,153"	Bishop Odo of Bayeux	Hugh of Port	N	0.75	geld	1.5	-	N
12840	328	1	KEN	"5,154"	Bishop Odo of Bayeux	3 villagers	F	0.25	geld	1	-	N
12870	329	1	KEN	"5,155"	Bishop Odo of Bayeux	Herfrid <of Throwley>	N	3	geld	8	-	N
12900	330	1	KEN	"5,156"	Bishop Odo of Bayeux	Herfrid <of Throwley>	N	0.5	geld	1.25	-	N
12930	331	1	KEN	"5,157"	Bishop Odo of Bayeux	Turstin of Giron	N	0.25	geld	0.6	-	N
12960	332	1	KEN	"5,158"	Bishop Odo of Bayeux	Roger son of Ansketil	N	1	geld	2	-	N
12990	333	1	KEN	"5,159"	Bishop Odo of Bayeux	Fulbert	N	5	geld	4	-	N
13020	334	1	KEN	"5,160"	Bishop Odo of Bayeux	Fulbert	F	1	geld	6	-	N
13050	335	1	KEN	"5,161"	Bishop Odo of Bayeux	Richard	N	1	geld	2	-	N
13080	336	1	KEN	"5,162"	Bishop Odo of Bayeux	Ansfrid {Male}	N	0.5	geld	5	-	N
13110	337	1	KEN	"5,163"	Bishop Odo of Bayeux	Adam (son of Hubert)	N	0.5	geld	3	-	N
13140	337	2	KEN	"5,163"	Bishop Odo of Bayeux	Hugh de Montfort	N		no units	1	-	N
13170	338	1	KEN	"5,164"	Bishop Odo of Bayeux	Wadard <of Cogges>	N	0.5	geld	2	-	N
13200	339	1	KEN	"5,165"	Bishop Odo of Bayeux	Wadard <of Cogges>	N	1	geld	4	-	N
13230	340	1	KEN	"5,166"	Bishop Odo of Bayeux	Ralph of Courbépine	N	1	geld		not separately valued	N
13235	340	2	KEN	"5,166"	Bishop Odo of Bayeux	Hugh de Montfort	N		-	6	-	N
13260	341	1	KEN	"5,167"	Bishop Odo of Bayeux	King William	N	0.62	geld	2	-	N
13290	341	2	KEN	"5,167"	Bishop Odo of Bayeux	Ralph of Courbépine	N	0.37	geld	0.5	-	N
13320	342	1	KEN	"5,168"	Bishop Odo of Bayeux	Hugh	N	1	geld	6	-	N
13350	343	1	KEN	"5,169"	Bishop Odo of Bayeux	Ralph of Courbépine	N	0.5	geld	0.75	-	N
13380	344	1	KEN	"5,170"	Bishop Odo of Bayeux	Herfrid <of Throwley>	N	0.5	geld	3	-	N
13410	345	1	KEN	"5,171"	Bishop Odo of Bayeux	Osbern {Paisforiere}	N	0.5	geld	2	-	N
13440	346	1	KEN	"5,172"	Bishop Odo of Bayeux	Osbern Paisforiere	N	0.75	geld	3	-	N
13470	347	1	KEN	"5,173"	Bishop Odo of Bayeux	Osbern Paisforiere	N	0.1	geld	0.2	-	N
13500	348	1	KEN	"5,174"	Bishop Odo of Bayeux	Hugh of Port	N	2	geld	6	-	N
13530	349	1	KEN	"5,175"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y	4	geld	50	-	N
13560	350	1	KEN	"5,176"	Bishop Odo of Bayeux	Robert of Romney	N	1	geld	4	-	N
13590	351	1	KEN	"5,177"	Bishop Odo of Bayeux	Robert of Romney	N	0.5	geld		-	N
13620	352	1	KEN	"5,178"	Bishop Odo of Bayeux	Robert of Romney	N	0	-	2.5	-	N
13650	353	1	KEN	"5,179"	Bishop Odo of Bayeux	Robert of Romney	N	0.5	geld	2	-	N
13680	354	1	KEN	"5,180"	Bishop Odo of Bayeux	Robert of Romney	N	0.5	geld	2.5	-	N
13710	355	1	KEN	"5,181"	Bishop Odo of Bayeux	Robert of Romney	N	0.12	geld	0.5	-	N
13740	356	1	KEN	"5,182"	Bishop Odo of Bayeux	Robert of Romney	N	0.5	ploughlands	0.75	-	N
13770	357	1	KEN	"5,183"	Bishop Odo of Bayeux	Herbert (son of Ivo)	F	4.5	ploughs	8	-	N
13800	358	2	KEN	"5,184"	Bishop Odo of Bayeux	Herbert (son of Ivo)	N	0.12	geld	0.5	equal	N
13830	358	1	KEN	"5,184"	Bishop Odo of Bayeux	Riculf	N	0.12	geld	0.5	equal	N
13860	359	1	KEN	"5,185"	Bishop Odo of Bayeux	Hugh {of Port}	N	2.85	geld	10	-	N
13890	359	2	KEN	"5,185"	Bishop Odo of Bayeux	Hugh de Montfort	N	0.14	geld	0.35	-	N
13920	360	1	KEN	"5,186"	Bishop Odo of Bayeux	Hugh {of Port}	N	2	geld	8	-	N
13925	360	2	KEN	"5,186"	Bishop Odo of Bayeux	Hugh de Montfort	N		-		-	N
13950	361	1	KEN	"5,187"	Bishop Odo of Bayeux	Hugh {of Port}	N	1	geld	1.5	-	N
13980	362	1	KEN	"5,188"	Bishop Odo of Bayeux	Hugh	N		-		-	N
14010	363	1	KEN	"5,189"	Bishop Odo of Bayeux	Ansfrid {Male}	N	0.12	geld	0.25	-	N
14040	364	1	KEN	"5,190"	Bishop Odo of Bayeux	Altet	N	0.01	geld	0.3	-	N
14070	365	1	KEN	"5,191"	Bishop Odo of Bayeux	Ralph of Courbépine	N	2	geld	6	-	N
14100	366	1	KEN	"5,192"	Bishop Odo of Bayeux	Ralph of Courbépine	N	2	geld	1.33	proportional	N
14130	366	2	KEN	"5,192"	Bishop Odo of Bayeux	1 man-at-arms	N	1	geld	0.66	proportional	N
14150	367	3	KEN	"5,193"	Bishop Odo of Bayeux	Ralph of Courbépine	N	0	geld	0.66	equal	N
14160	367	2	KEN	"5,193"	Bishop Odo of Bayeux	Hugh	N	1	geld	0.66	equal	N
14190	367	1	KEN	"5,193"	Bishop Odo of Bayeux	Robert of Barbes	N	1	geld	0.66	equal	N
14220	368	1	KEN	"5,194"	Bishop Odo of Bayeux	Ralph of Courbépine	N	1	geld	2	-	N
14250	369	1	KEN	"5,195"	Bishop Odo of Bayeux	Herfrid <of Throwley>	N	1	geld	2	-	N
14280	370	1	KEN	"5,196"	Bishop Odo of Bayeux	Turstin Tinel	N	0.14	equal	0.2	equal	N
14310	370	2	KEN	"5,196"	Bishop Odo of Bayeux	Turstin Tinel's wife	F	0.14	equal	0.2	equal	N
14340	371	1	KEN	"5,197"	Bishop Odo of Bayeux	Ansfrid {Male}	N	2.75	geld	9	-	N
14370	372	1	KEN	"5,198"	Bishop Odo of Bayeux	Ansfrid {Male}	N	1.75	geld		-	N
14400	372	2	KEN	"5,198"	Bishop Odo of Bayeux	Aethelwold (the chamberlain)	N	0.25	geld	0.5	-	N
14430	373	1	KEN	"5,199"	Bishop Odo of Bayeux	Turstin (Tinel)	N	1	geld	7	-	N
14460	374	1	KEN	"5,200"	Bishop Odo of Bayeux	10 thanes	N	1.12	geld	3	-	N
14490	374	2	KEN	"5,200"	Bishop Odo of Bayeux	Osbern son of Ledhard	N	0.37	geld	2.5	-	N
14520	375	1	KEN	"5,201"	Bishop Odo of Bayeux	Ansfrid {Male}	N	1	geld	6	-	N
14550	376	1	KEN	"5,202"	Bishop Odo of Bayeux	Ralph son of Robert	N	1	geld	3	-	N
14580	377	1	KEN	"5,203"	Bishop Odo of Bayeux	Osbern	N	0.37	geld	1.5	-	N
14610	378	1	KEN	"5,204"	Bishop Odo of Bayeux	Hugh de Montfort	N	1	geld	3	-	N
14640	379	1	KEN	"5,205"	Bishop Odo of Bayeux	Wibert	N	0.12	geld	0.2	-	N
14670	380	1	KEN	"5,206"	Bishop Odo of Bayeux	Osbern son of Ledhard	N	1	geld	3	-	N
14700	381	1	KEN	"5,207"	Bishop Odo of Bayeux	Osbern son of Ledhard	N	1.33	geld	2	-	N
14730	382	1	KEN	"5,208"	Bishop Odo of Bayeux	Alfred	N	0.85	geld	3	-	N
14760	383	1	KEN	"5,209"	Bishop Odo of Bayeux	Robert the interpreter	F	0.05	geld	6	-	N
14790	384	1	KEN	"5,210"	Bishop Odo of Bayeux	Turstin (Tinel)	N	1.5	geld	5	-	N
14820	385	1	KEN	"5,211"	Bishop Odo of Bayeux	Turstin (Tinel)	N	0.25	geld		-	N
14850	386	1	KEN	"5,212"	Bishop Odo of Bayeux	Turstin (Tinel)	N	0.25	geld	1	-	N
14880	387	1	KEN	"5,213"	Bishop Odo of Bayeux	Osbern {Paisforiere}	N	0.33	geld		-	N
14910	388	1	KEN	"5,214"	Bishop Odo of Bayeux	Osbern {Paisforiere}	N	0.12	geld	1.5	-	N
14940	389	2	KEN	"5,215"	Bishop Odo of Bayeux	Robert	N	0.5	geld	1.75	proportional	N
14970	389	1	KEN	"5,215"	Bishop Odo of Bayeux	Ralph of Courbépine	N	1.5	geld	5.25	proportional	N
15000	390	1	KEN	"5,216"	Bishop Odo of Bayeux	Osbern son of Ledhard	N	0.25	geld	0.8	-	N
15030	391	1	KEN	"5,217"	Bishop Odo of Bayeux	Ralph of Courbépine	N	3	geld	6	-	N
15060	392	1	KEN	"5,218"	Bishop Odo of Bayeux	Osbern {son of Ledhard}	N	1.5	geld	4	-	N
15090	393	1	KEN	"5,219"	Bishop Odo of Bayeux	Ranulf of Colombières	N	1.5	geld	5	-	N
15120	394	1	KEN	"5,220"	Bishop Odo of Bayeux	Ralph of Courbépine	N	0.5	geld	3	-	N
15150	395	1	KEN	"5,221"	Bishop Odo of Bayeux	Ralph of Courbépine	N	0.25	geld	0.12	-	N
15180	396	1	KEN	"5,222"	Bishop Odo of Bayeux	Ralph of Courbépine	N	0.33	geld	0.3	-	N
15210	397	1	KEN	"5,223"	Bishop Odo of Bayeux	Ranulf of Vaubadon	N	0.12	geld	0.5	-	N
15240	398	1	KEN	"5,224"	Bishop Odo of Bayeux	Ansketil of Rots	N	1	geld	3	-	N
15270	399	1	KEN	"5,225"	Bishop Odo of Bayeux	Roger son of Ansketil	N	1	geld	3	-	N
15330	401	1	KEN	"6,1"	Abbey of Battle	Abbey of Battle	Y	5.58	geld	100	at face value	N
15360	401	4	KEN	"6,1"	Abbey of Battle	Ralph of Courbépine	N	0.25	geld		-	N
15390	401	2	KEN	"6,1"	Abbey of Battle	Adelulf <of Wye>	N	0.66	geld		-	N
15420	401	3	KEN	"6,1"	Abbey of Battle	Hugh de Montfort	N	0.5	geld		-	N
15480	403	1	KEN	"7,1"	Abbey of Canterbury	Abbey of Canterbury	Y	2.25	geld	12	-	N
15510	404	1	KEN	"7,2"	Abbey of Canterbury	Abbey of Canterbury	Y	5.25	geld	28	-	N
15540	404	2	KEN	"7,2"	Abbey of Canterbury	Robert the interpreter	N	0.25	geld	0.25	-	N
15570	405	1	KEN	"7,3"	Abbey of Canterbury	Abbey of Canterbury	Y	1	geld	5	-	N
