struct_idx	county	phillimore	ten_in_chief	lord_86	demesne_86	holding	units	value_86	v_86_code	waste_86
236	KEN	"5,62"	Bishop Odo of Bayeux	Richard of Tonbridge	N	0.25	geld	0.75	-	N
237	KEN	"5,63"	Bishop Odo of Bayeux	Hugh nephew of Herbert (son of Ivo)	N	2	geld	10	-	N
238	KEN	"5,64"	Bishop Odo of Bayeux	Hugh nephew of Herbert (son of Ivo)	N	1	geld	3	-	N
239	KEN	"5,65"	Bishop Odo of Bayeux	Hugh nephew of Herbert (son of Ivo)	N	0.25	geld	1	-	N
240	KEN	"5,66"	Bishop Odo of Bayeux	Hugh nephew of Herbert (son of Ivo)	N	0.5	equal	0.5	equal	N
240	KEN	"5,66"	Bishop Odo of Bayeux	Aethelwold the chamberlain	N	0.5	equal	0.5	equal	N
241	KEN	"5,67"	Bishop Odo of Bayeux	Abbey of Canterbury	N	0.5	geld	0.5	-	N
241	KEN	"5,67"	Bishop Odo of Bayeux	Aethelwold (the chamberlain)	N	2.5	geld	20	-	N
241	KEN	"5,67"	Bishop Odo of Bayeux	Count of Eu	N		-	1	-	N
242	KEN	"5,68"	Bishop Odo of Bayeux	Ansgot of Rochester	N	2	geld	7	-	N
243	KEN	"5,69"	Bishop Odo of Bayeux	Ansgot of Rochester	N	2	geld	6	-	N
244	KEN	"5,70"	Bishop Odo of Bayeux	Hugh of Port	N	3	geld	10	-	N
245	KEN	"5,71"	Bishop Odo of Bayeux	Adam son of Hubert	N	4	geld	14	-	N
246	KEN	"5,72"	Bishop Odo of Bayeux	Adam son of Hubert	N	3	geld	12	-	N
247	KEN	"5,73"	Bishop Odo of Bayeux	Adam son of Hubert	N	1.5	geld	12	-	N
248	KEN	"5,74"	Bishop Odo of Bayeux	Adam son of Hubert	N	1	geld	3.5	proportional	N
248	KEN	"5,74"	Bishop Odo of Bayeux	Adam son of Hubert	N	1	geld	3.5	proportional	N
249	KEN	"5,75"	Bishop Odo of Bayeux	Adam son of Hubert	N	1.5	geld	3	-	N
250	KEN	"5,76"	Bishop Odo of Bayeux	Adam son of Hubert	N	0.5	geld	1.5	-	N
251	KEN	"5,77"	Bishop Odo of Bayeux	Adam son of Hubert	N	0.5	geld	1	-	N
252	KEN	"5,78"	Bishop Odo of Bayeux	William son of Robert	N	1	geld	4	-	N
253	KEN	"5,79"	Bishop Odo of Bayeux	Hugh nephew of Herbert (son of Ivo)	N	1	geld	6	-	N
254	KEN	"5,80"	Bishop Odo of Bayeux	Hugh nephew of Herbert (son of Ivo)	N	1	geld	4	-	N
255	KEN	"5,81"	Bishop Odo of Bayeux	Hugh nephew of Herbert (son of Ivo)	N	0.5	geld	2	-	N
256	KEN	"5,82"	Bishop Odo of Bayeux	Hugh nephew of Herbert (son of Ivo)	N	0.5	geld	2	-	N
257	KEN	"5,83"	Bishop Odo of Bayeux	Geoffrey of Rots	N	1.25	geld	4	-	N
258	KEN	"5,84"	Bishop Odo of Bayeux	Robert the interpreter	F	1	geld	3	-	N
259	KEN	"5,85"	Bishop Odo of Bayeux	Robert the interpreter	F	1	geld	5.25	-	N
260	KEN	"5,86"	Bishop Odo of Bayeux	Ralph of Courbépine	N	3	geld	12	-	N
261	KEN	"5,87"	Bishop Odo of Bayeux	Ralph of Courbépine	N	1	geld	1.5	-	N
262	KEN	"5,88"	Bishop Odo of Bayeux	Odo	N	0.5	geld	3	-	N
263	KEN	"5,89"	Bishop Odo of Bayeux	Robert the interpreter	F	6	geld	15	-	N
264	KEN	"5,90"	Bishop Odo of Bayeux	William of Thaon's son	N	1.25	geld	3.5	-	N
265	KEN	"5,91"	Bishop Odo of Bayeux	Ansgot of Rochester	N	1	geld	5	-	N
266	KEN	"5,92"	Bishop Odo of Bayeux	Ansgot of Rochester	N	2	geld	5.5	-	N
267	KEN	"5,93"	Bishop Odo of Bayeux	Ansketil of Rots	N	3	geld	6.25	-	N
267	KEN	"5,93"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y	45.25	geld	60	-	N
267	KEN	"5,93"	Bishop Odo of Bayeux	Richard of Tonbridge	N	0.5	geld	2	-	N
267	KEN	"5,93"	Bishop Odo of Bayeux	Adam son of Hubert	N	1.25	geld	1.5	-	N
268	KEN	"5,94"	Bishop Odo of Bayeux	Adam (son of Hubert)	N	0.25	geld	0.5	-	N
269	KEN	"5,95"	Bishop Odo of Bayeux	Rainer	N	0.25	geld	2	-	N
269	KEN	"5,95"	Bishop Odo of Bayeux	Ranulf of Colombières	N	0.75	geld	7	-	N
270	KEN	"5,96"	Bishop Odo of Bayeux	Haimo {the sheriff}	N	3	geld	8.25	-	N
270	KEN	"5,96"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y		-		-	N
271	KEN	"5,97"	Bishop Odo of Bayeux	Ralph son of Turold	N	2	geld	6	-	N
271	KEN	"5,97"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y		-		-	N
272	KEN	"5,98"	Bishop Odo of Bayeux	Hugh of Bréboeuf	N	2	geld	5	-	N
273	KEN	"5,99"	Bishop Odo of Bayeux	Robert (the interpreter)	F	1	geld	5	-	N
274	KEN	"5,100"	Bishop Odo of Bayeux	Robert (the interpreter)	F	0.25	geld	2	-	N
275	KEN	"5,101"	Bishop Odo of Bayeux	Ranulf of Colombières	N	0.25	geld	2	-	N
276	KEN	"5,102"	Bishop Odo of Bayeux	Helto (the steward)	N	0.5	geld	2	-	N
276	KEN	"5,102"	Bishop Odo of Bayeux	Robert the interpreter	F	6.5	geld	30	-	N
277	KEN	"5,103"	Bishop Odo of Bayeux	Ralph son of Turold	N	1.5	geld	3.22	-	N
277	KEN	"5,103"	Bishop Odo of Bayeux	Richard of Tonbridge	N		-	0.65	-	N
277	KEN	"5,103"	Bishop Odo of Bayeux	King William	N		-	0.06	-	N
278	KEN	"5,104"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y		-		-	N
278	KEN	"5,104"	Bishop Odo of Bayeux	Ranulf Peverel	N	1	geld		not separately valued	N
278	KEN	"5,104"	Bishop Odo of Bayeux	Adam (son of Hubert)	N	3	geld	10	-	N
278	KEN	"5,104"	Bishop Odo of Bayeux	King William	N		-	0.35	-	N
279	KEN	"5,105"	Bishop Odo of Bayeux	Adam (son of Hubert)	N	5	geld	15	-	N
280	KEN	"5,106"	Bishop Odo of Bayeux	Adam (son of Hubert)	N	1.5	geld	4	-	N
280	KEN	"5,106"	Bishop Odo of Bayeux	Richard of Tonbridge	N		-	0.35	-	N
281	KEN	"5,107"	Bishop Odo of Bayeux	Adam (son of Hubert)	N	0.5	geld	0.75	-	N
282	KEN	"5,108"	Bishop Odo of Bayeux	Ralph son of Turold	N	1	geld	4	-	N
283	KEN	"5,109"	Bishop Odo of Bayeux	Ansgot of Rochester	N	0.5	geld	2	-	N
284	KEN	"5,110"	Bishop Odo of Bayeux	Arnulf of Hesdin	N	0.5	geld	1.5	-	N
285	KEN	"5,111"	Bishop Odo of Bayeux	Arnulf of Hesdin	N	0.75	geld	3	-	N
286	KEN	"5,112"	Bishop Odo of Bayeux	Odo	N	0.25	geld	1	-	N
287	KEN	"5,113"	Bishop Odo of Bayeux	Odo	N	0.5	geld	1.5	-	N
288	KEN	"5,114"	Bishop Odo of Bayeux	Helto (the steward)	N	0.5	geld	1.5	-	N
289	KEN	"5,115"	Bishop Odo of Bayeux	Hugh of Port	N	3.5	geld	8	-	N
290	KEN	"5,116"	Bishop Odo of Bayeux	Hugh of Port	N	2	geld	6	-	N
291	KEN	"5,117"	Bishop Odo of Bayeux	Hugh of Port	N	0.87	geld	1.5	-	N
292	KEN	"5,118"	Bishop Odo of Bayeux	Hugh of Port	N	2	geld	10.5	-	N
293	KEN	"5,119"	Bishop Odo of Bayeux	Richard son of William	N	6	geld	19	-	N
294	KEN	"5,120"	Bishop Odo of Bayeux	Ranulf	F	2	geld	7	-	N
295	KEN	"5,121"	Bishop Odo of Bayeux	Ranulf	F	0.25	geld	2	-	N
296	KEN	"5,122"	Bishop Odo of Bayeux	Ranulf	F	2	geld	12	-	N
296	KEN	"5,122"	Bishop Odo of Bayeux	Hugh de Montfort	N		-	0.25	-	N
297	KEN	"5,123"	Bishop Odo of Bayeux	Ranulf of Colombières	N	1	geld	5	-	N
298	KEN	"5,124"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y	4	geld	30	-	N
298	KEN	"5,124"	Bishop Odo of Bayeux	Geoffrey son of Maleterre	N	0.5	carucates	3	-	N
299	KEN	"5,125"	Bishop Odo of Bayeux	Adam son of Hubert	N	0	-	0.4	-	N
300	KEN	"5,126"	Bishop Odo of Bayeux	Haimo the sheriff	N	0.5	geld	3	-	N
301	KEN	"5,127"	Bishop Odo of Bayeux	Haimo the sheriff	N	0.5	geld	9	-	N
302	KEN	"5,128"	Bishop Odo of Bayeux	Bernard of St Ouen	N	4	geld	9	-	N
302	KEN	"5,128"	Bishop Odo of Bayeux	Alfred	N	1.33	geld	4	-	N
302	KEN	"5,128"	Bishop Odo of Bayeux	Wesman	N	1	geld	4	-	N
302	KEN	"5,128"	Bishop Odo of Bayeux	Walter son of Engelbert	N	0.83	geld	1.5	-	N
302	KEN	"5,128"	Bishop Odo of Bayeux	Richard	N	0.48	geld	0.5	-	N
302	KEN	"5,128"	Bishop Odo of Bayeux	Hugh son of William	N	9	geld	20	-	N
302	KEN	"5,128"	Bishop Odo of Bayeux	Baldric (of Lindsey)	N	0.5	geld	1.5	-	N
302	KEN	"5,128"	Bishop Odo of Bayeux	Eudo <of Folkestone>	N	0.5	geld	1	-	N
302	KEN	"5,128"	Bishop Odo of Bayeux	Alfred the steward	N	1.3	geld	2.5	-	N
302	KEN	"5,128"	Bishop Odo of Bayeux	Walter of Abbeville	N	0.85	geld	1.5	-	N
302	KEN	"5,128"	Bishop Odo of Bayeux	William of Arques	N	20.2	geld	100	-	N
303	KEN	"5,129"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y	6	geld	40	-	N
304	KEN	"5,130"	Bishop Odo of Bayeux	Adam son of Hubert	N	0.12	geld	0.5	-	N
305	KEN	"5,131"	Bishop Odo of Bayeux	Ansfrid {Male}	N	0.5	geld	2	-	N
306	KEN	"5,132"	Bishop Odo of Bayeux	Ralph of Courbépine	N	0.25	geld	0.5	-	N
307	KEN	"5,133"	Bishop Odo of Bayeux	Ranulf of Colombières	N	0.25	geld		-	N
308	KEN	"5,134"	Bishop Odo of Bayeux	Aethelwold {the chamberlain}	N	3	geld	15	-	N
309	KEN	"5,135"	Bishop Odo of Bayeux	Osbern son of Ledhard	N	1	geld	2	-	N
310	KEN	"5,136"	Bishop Odo of Bayeux	Osbern son of Ledhard	N	0.75	geld	4.37	proportional	N
310	KEN	"5,136"	Bishop Odo of Bayeux	1 man-at-arms	N	0.25	geld	0.62	proportional	N
311	KEN	"5,137"	Bishop Odo of Bayeux	Ralph of Courbépine	N	0.12	geld	0.4	-	N
312	KEN	"5,138"	Bishop Odo of Bayeux	Fulbert	N	5	geld	42	-	N
312	KEN	"5,138"	Bishop Odo of Bayeux	Osbern Paisforiere	N	1	geld	6	-	N
312	KEN	"5,138"	Bishop Odo of Bayeux	Herbert son of Ivo	N		no units	10	-	N
313	KEN	"5,139"	Bishop Odo of Bayeux	Vitalis	N	0.5	geld	1.5	-	N
314	KEN	"5,140"	Bishop Odo of Bayeux	Vitalis	N	0.25	geld	1	-	N
315	KEN	"5,141"	Bishop Odo of Bayeux	Adam (son of Hubert)	N	2	geld	5	-	N
316	KEN	"5,142"	Bishop Odo of Bayeux	Adam (son of Hubert)	N	2	geld	5	-	N
317	KEN	"5,143"	Bishop Odo of Bayeux	Hugh of Port	N	4	geld	12	-	N
318	KEN	"5,144"	Bishop Odo of Bayeux	Fulbert	N	5	geld	30	-	N
319	KEN	"5,145"	Bishop Odo of Bayeux	Richard of le Marais	N	0.5	geld	1.38	proportional	N
319	KEN	"5,145"	Bishop Odo of Bayeux	Turstin	N	0.25	geld	0.25	-	N
319	KEN	"5,145"	Bishop Odo of Bayeux	Hugh nephew of Herbert (son of Ivo)	N	5.5	geld	15.17	proportional	N
319	KEN	"5,145"	Bishop Odo of Bayeux	Herbert (son of Ivo)	N	1.25	geld	3.44	proportional	N
320	KEN	"5,146"	Bishop Odo of Bayeux	Ansfrid {Male}	N	1	geld	4	-	N
321	KEN	"5,147"	Bishop Odo of Bayeux	Ranulf	N	0.08	geld	0.17	-	N
321	KEN	"5,147"	Bishop Odo of Bayeux	Ansfrid {Male}	N	0.91	geld	5	-	N
322	KEN	"5,148"	Bishop Odo of Bayeux	Ansfrid {Male}	N	0.25	geld	0.25	-	N
323	KEN	"5,149"	Bishop Odo of Bayeux	Ansfrid {Male}	N	1	geld	4	-	N
324	KEN	"5,150"	Bishop Odo of Bayeux	Ansfrid {Male}	N	0.25	geld	0.8	-	N
325	KEN	"5,151"	Bishop Odo of Bayeux	Ansfrid {Male}	N	0.5	geld	1.2	-	N
326	KEN	"5,152"	Bishop Odo of Bayeux	Osbern {Paisforiere}	N	1	geld	4	-	N
327	KEN	"5,153"	Bishop Odo of Bayeux	Hugh of Port	N	0.75	geld	1.5	-	N
328	KEN	"5,154"	Bishop Odo of Bayeux	3 villagers	F	0.25	geld	1	-	N
329	KEN	"5,155"	Bishop Odo of Bayeux	Herfrid <of Throwley>	N	3	geld	8	-	N
330	KEN	"5,156"	Bishop Odo of Bayeux	Herfrid <of Throwley>	N	0.5	geld	1.25	-	N
331	KEN	"5,157"	Bishop Odo of Bayeux	Turstin of Giron	N	0.25	geld	0.6	-	N
332	KEN	"5,158"	Bishop Odo of Bayeux	Roger son of Ansketil	N	1	geld	2	-	N
333	KEN	"5,159"	Bishop Odo of Bayeux	Fulbert	N	5	geld	4	-	N
334	KEN	"5,160"	Bishop Odo of Bayeux	Fulbert	F	1	geld	6	-	N
335	KEN	"5,161"	Bishop Odo of Bayeux	Richard	N	1	geld	2	-	N
336	KEN	"5,162"	Bishop Odo of Bayeux	Ansfrid {Male}	N	0.5	geld	5	-	N
337	KEN	"5,163"	Bishop Odo of Bayeux	Adam (son of Hubert)	N	0.5	geld	3	-	N
337	KEN	"5,163"	Bishop Odo of Bayeux	Hugh de Montfort	N		no units	1	-	N
338	KEN	"5,164"	Bishop Odo of Bayeux	Wadard <of Cogges>	N	0.5	geld	2	-	N
339	KEN	"5,165"	Bishop Odo of Bayeux	Wadard <of Cogges>	N	1	geld	4	-	N
340	KEN	"5,166"	Bishop Odo of Bayeux	Hugh de Montfort	N		-	6	-	N
340	KEN	"5,166"	Bishop Odo of Bayeux	Ralph of Courbépine	N	1	geld		not separately valued	N
341	KEN	"5,167"	Bishop Odo of Bayeux	King William	N	0.62	geld	2	-	N
341	KEN	"5,167"	Bishop Odo of Bayeux	Ralph of Courbépine	N	0.37	geld	0.5	-	N
342	KEN	"5,168"	Bishop Odo of Bayeux	Hugh	N	1	geld	6	-	N
343	KEN	"5,169"	Bishop Odo of Bayeux	Ralph of Courbépine	N	0.5	geld	0.75	-	N
344	KEN	"5,170"	Bishop Odo of Bayeux	Herfrid <of Throwley>	N	0.5	geld	3	-	N
345	KEN	"5,171"	Bishop Odo of Bayeux	Osbern {Paisforiere}	N	0.5	geld	2	-	N
346	KEN	"5,172"	Bishop Odo of Bayeux	Osbern Paisforiere	N	0.75	geld	3	-	N
347	KEN	"5,173"	Bishop Odo of Bayeux	Osbern Paisforiere	N	0.1	geld	0.2	-	N
348	KEN	"5,174"	Bishop Odo of Bayeux	Hugh of Port	N	2	geld	6	-	N
349	KEN	"5,175"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y	4	geld	50	-	N
350	KEN	"5,176"	Bishop Odo of Bayeux	Robert of Romney	N	1	geld	4	-	N
351	KEN	"5,177"	Bishop Odo of Bayeux	Robert of Romney	N	0.5	geld		-	N
352	KEN	"5,178"	Bishop Odo of Bayeux	Robert of Romney	N	0	-	2.5	-	N
353	KEN	"5,179"	Bishop Odo of Bayeux	Robert of Romney	N	0.5	geld	2	-	N
354	KEN	"5,180"	Bishop Odo of Bayeux	Robert of Romney	N	0.5	geld	2.5	-	N
355	KEN	"5,181"	Bishop Odo of Bayeux	Robert of Romney	N	0.12	geld	0.5	-	N
356	KEN	"5,182"	Bishop Odo of Bayeux	Robert of Romney	N	0.5	ploughlands	0.75	-	N
357	KEN	"5,183"	Bishop Odo of Bayeux	Herbert (son of Ivo)	F	4.5	ploughs	8	-	N
358	KEN	"5,184"	Bishop Odo of Bayeux	Herbert (son of Ivo)	N	0.12	geld	0.5	equal	N
358	KEN	"5,184"	Bishop Odo of Bayeux	Riculf	N	0.12	geld	0.5	equal	N
359	KEN	"5,185"	Bishop Odo of Bayeux	Hugh {of Port}	N	2.85	geld	10	-	N
359	KEN	"5,185"	Bishop Odo of Bayeux	Hugh de Montfort	N	0.14	geld	0.35	-	N
360	KEN	"5,186"	Bishop Odo of Bayeux	Hugh de Montfort	N		-		-	N
360	KEN	"5,186"	Bishop Odo of Bayeux	Hugh {of Port}	N	2	geld	8	-	N
361	KEN	"5,187"	Bishop Odo of Bayeux	Hugh {of Port}	N	1	geld	1.5	-	N
362	KEN	"5,188"	Bishop Odo of Bayeux	Hugh	N		-		-	N
363	KEN	"5,189"	Bishop Odo of Bayeux	Ansfrid {Male}	N	0.12	geld	0.25	-	N
364	KEN	"5,190"	Bishop Odo of Bayeux	Altet	N	0.01	geld	0.3	-	N
365	KEN	"5,191"	Bishop Odo of Bayeux	Ralph of Courbépine	N	2	geld	6	-	N
366	KEN	"5,192"	Bishop Odo of Bayeux	Ralph of Courbépine	N	2	geld	1.33	proportional	N
366	KEN	"5,192"	Bishop Odo of Bayeux	1 man-at-arms	N	1	geld	0.66	proportional	N
367	KEN	"5,193"	Bishop Odo of Bayeux	Robert of Barbes	N	1	geld	0.66	equal	N
367	KEN	"5,193"	Bishop Odo of Bayeux	Hugh	N	1	geld	0.66	equal	N
367	KEN	"5,193"	Bishop Odo of Bayeux	Ralph of Courbépine	N	0	geld	0.66	equal	N
368	KEN	"5,194"	Bishop Odo of Bayeux	Ralph of Courbépine	N	1	geld	2	-	N
369	KEN	"5,195"	Bishop Odo of Bayeux	Herfrid <of Throwley>	N	1	geld	2	-	N
370	KEN	"5,196"	Bishop Odo of Bayeux	Turstin Tinel	N	0.14	equal	0.2	equal	N
370	KEN	"5,196"	Bishop Odo of Bayeux	Turstin Tinel's wife	F	0.14	equal	0.2	equal	N
371	KEN	"5,197"	Bishop Odo of Bayeux	Ansfrid {Male}	N	2.75	geld	9	-	N
372	KEN	"5,198"	Bishop Odo of Bayeux	Aethelwold (the chamberlain)	N	0.25	geld	0.5	-	N
372	KEN	"5,198"	Bishop Odo of Bayeux	Ansfrid {Male}	N	1.75	geld		-	N
373	KEN	"5,199"	Bishop Odo of Bayeux	Turstin (Tinel)	N	1	geld	7	-	N
374	KEN	"5,200"	Bishop Odo of Bayeux	Osbern son of Ledhard	N	0.37	geld	2.5	-	N
374	KEN	"5,200"	Bishop Odo of Bayeux	10 thanes	N	1.12	geld	3	-	N
375	KEN	"5,201"	Bishop Odo of Bayeux	Ansfrid {Male}	N	1	geld	6	-	N
376	KEN	"5,202"	Bishop Odo of Bayeux	Ralph son of Robert	N	1	geld	3	-	N
377	KEN	"5,203"	Bishop Odo of Bayeux	Osbern	N	0.37	geld	1.5	-	N
378	KEN	"5,204"	Bishop Odo of Bayeux	Hugh de Montfort	N	1	geld	3	-	N
379	KEN	"5,205"	Bishop Odo of Bayeux	Wibert	N	0.12	geld	0.2	-	N
380	KEN	"5,206"	Bishop Odo of Bayeux	Osbern son of Ledhard	N	1	geld	3	-	N
381	KEN	"5,207"	Bishop Odo of Bayeux	Osbern son of Ledhard	N	1.33	geld	2	-	N
382	KEN	"5,208"	Bishop Odo of Bayeux	Alfred	N	0.85	geld	3	-	N
383	KEN	"5,209"	Bishop Odo of Bayeux	Robert the interpreter	F	0.05	geld	6	-	N
384	KEN	"5,210"	Bishop Odo of Bayeux	Turstin (Tinel)	N	1.5	geld	5	-	N
385	KEN	"5,211"	Bishop Odo of Bayeux	Turstin (Tinel)	N	0.25	geld		-	N
386	KEN	"5,212"	Bishop Odo of Bayeux	Turstin (Tinel)	N	0.25	geld	1	-	N
387	KEN	"5,213"	Bishop Odo of Bayeux	Osbern {Paisforiere}	N	0.33	geld		-	N
388	KEN	"5,214"	Bishop Odo of Bayeux	Osbern {Paisforiere}	N	0.12	geld	1.5	-	N
389	KEN	"5,215"	Bishop Odo of Bayeux	Robert	N	0.5	geld	1.75	proportional	N
389	KEN	"5,215"	Bishop Odo of Bayeux	Ralph of Courbépine	N	1.5	geld	5.25	proportional	N
390	KEN	"5,216"	Bishop Odo of Bayeux	Osbern son of Ledhard	N	0.25	geld	0.8	-	N
391	KEN	"5,217"	Bishop Odo of Bayeux	Ralph of Courbépine	N	3	geld	6	-	N
392	KEN	"5,218"	Bishop Odo of Bayeux	Osbern {son of Ledhard}	N	1.5	geld	4	-	N
393	KEN	"5,219"	Bishop Odo of Bayeux	Ranulf of Colombières	N	1.5	geld	5	-	N
394	KEN	"5,220"	Bishop Odo of Bayeux	Ralph of Courbépine	N	0.5	geld	3	-	N
395	KEN	"5,221"	Bishop Odo of Bayeux	Ralph of Courbépine	N	0.25	geld	0.12	-	N
396	KEN	"5,222"	Bishop Odo of Bayeux	Ralph of Courbépine	N	0.33	geld	0.3	-	N
397	KEN	"5,223"	Bishop Odo of Bayeux	Ranulf of Vaubadon	N	0.12	geld	0.5	-	N
398	KEN	"5,224"	Bishop Odo of Bayeux	Ansketil of Rots	N	1	geld	3	-	N
399	KEN	"5,225"	Bishop Odo of Bayeux	Roger son of Ansketil	N	1	geld	3	-	N
401	KEN	"6,1"	Abbey of Battle	Abbey of Battle	Y	5.58	geld	100	at face value	N
401	KEN	"6,1"	Abbey of Battle	Ralph of Courbépine	N	0.25	geld		-	N
401	KEN	"6,1"	Abbey of Battle	Adelulf <of Wye>	N	0.66	geld		-	N
401	KEN	"6,1"	Abbey of Battle	Hugh de Montfort	N	0.5	geld		-	N
403	KEN	"7,1"	Abbey of Canterbury	Abbey of Canterbury	Y	2.25	geld	12	-	N
404	KEN	"7,2"	Abbey of Canterbury	Abbey of Canterbury	Y	5.25	geld	28	-	N
404	KEN	"7,2"	Abbey of Canterbury	Robert the interpreter	N	0.25	geld	0.25	-	N
405	KEN	"7,3"	Abbey of Canterbury	Abbey of Canterbury	Y	1	geld	5	-	N
406	KEN	"7,4"	Abbey of Canterbury	Abbey of Canterbury	Y	1.25	geld	35.2	-	N
407	KEN	"7,5"	Abbey of Canterbury	Abbey of Canterbury	Y	7	geld	32	-	N
408	KEN	"7,6"	Abbey of Canterbury	Ralph {of St Wandrille}	N	0.85	geld	4	-	N
409	KEN	"7,7"	Abbey of Canterbury	Abbey of Canterbury	Y	5	geld	50	-	N
410	KEN	"7,8"	Abbey of Canterbury	Abbey of Canterbury	Y	48	geld	100	-	N
410	KEN	"7,8"	Abbey of Canterbury	3 men-at-arms	N		-	9	-	N
411	KEN	"7,9"	Abbey of Canterbury	Abbey of Canterbury	Y	12	geld	78	-	N
411	KEN	"7,9"	Abbey of Canterbury	4 French men-at-arms	N		-	12	-	N
412	KEN	"7,10"	Abbey of Canterbury	Abbey of Canterbury	Y	0.25	geld	11.1	-	N
413	KEN	"7,11"	Abbey of Canterbury	Abbey of Canterbury	Y	0.5	geld	4	-	N
413	KEN	"7,11"	Abbey of Canterbury	4 nuns	N		-	0.1	-	N
414	KEN	"7,12"	Abbey of Canterbury	Abbey of Canterbury	Y	1	geld	4	-	N
415	KEN	"7,13"	Abbey of Canterbury	Ansketil {of Rots}	N	1	geld	2	-	N
416	KEN	"7,14"	Abbey of Canterbury	Adam (son of Hubert)	N	0.5	geld	1	-	N
417	KEN	"7,15"	Abbey of Canterbury	Abbey of Canterbury	Y	6	geld	13.25	-	N
418	KEN	"7,16"	Abbey of Canterbury	Abbey of Canterbury	Y	0.12	geld	0.75	-	N
419	KEN	"7,17"	Abbey of Canterbury	Ansered	N	0.75	geld	4	-	N
420	KEN	"7,18"	Abbey of Canterbury	Ansfrid {Male}	N	0.5	geld	1.5	-	N
421	KEN	"7,19"	Abbey of Canterbury	Marcher	N		-	0.4	-	N
421	KEN	"7,19"	Abbey of Canterbury	Wadard <of Cogges>	N	2.5	geld	9	-	N
421	KEN	"7,19"	Abbey of Canterbury	Osbern son of Ledhard	N	0.55	geld	1.25	-	N
421	KEN	"7,19"	Abbey of Canterbury	Ranulf of Vaubadon	N	0.25	geld	0.2	-	N
421	KEN	"7,19"	Abbey of Canterbury	Oidelard {the steward}	N	2	geld	10	-	N
421	KEN	"7,19"	Abbey of Canterbury	Odelin	N	1	geld	3	-	N
421	KEN	"7,19"	Abbey of Canterbury	Gilbert	N	1.87	geld	6	-	N
421	KEN	"7,19"	Abbey of Canterbury	Abbey of Canterbury	Y	21.57	geld	76	-	N
421	KEN	"7,19"	Abbey of Canterbury	Ranulf of Colombières	N	0.25	geld	0.2	-	N
422	KEN	"7,20"	Abbey of Canterbury	Wadard <of Cogges>	N		-	10	-	N
422	KEN	"7,20"	Abbey of Canterbury	Abbey of Canterbury	Y	2.5	geld	26	-	N
423	KEN	"7,21"	Abbey of Canterbury	Abbey of Canterbury	Y	2	geld	6	-	N
424	KEN	"7,22"	Abbey of Canterbury	Abbey of Canterbury	Y	0.79	geld	1	-	N
424	KEN	"7,22"	Abbey of Canterbury	Ralph of Courbépine	N	0.2	geld		not separately valued	N
425	KEN	"7,23"	Abbey of Canterbury	Abbey of Canterbury	Y	3.75	geld	14	-	N
425	KEN	"7,23"	Abbey of Canterbury	Vitalis	N	1.25	geld	5	-	N
426	KEN	"7,24"	Abbey of Canterbury	Ansfrid {Male}	N	0.62	geld	3	-	N
427	KEN	"7,25"	Abbey of Canterbury	Abbey of Canterbury	Y	0.75	geld	1	-	N
428	KEN	"7,26"	Abbey of Canterbury	Geoffrey	N	1	geld	4	-	N
429	KEN	"7,27"	Abbey of Canterbury	Abbey of Canterbury	Y	2.25	geld	8	-	N
430	KEN	"7,28"	Abbey of Canterbury	Abbey of Canterbury	Y	4	geld	12.5	-	N
431	KEN	"7,29"	Abbey of Canterbury	Abbey of Canterbury	Y	2.75	geld	30	-	N
432	KEN	"7,30"	Abbey of Canterbury	Abbey of Canterbury	Y		-		-	N
434	KEN	"8,1"	Abbey of Ghent	Abbey of Ghent	Y	2	geld	30	-	N
436	KEN	"9,1"	Hugh de Montfort	Hugh de Montfort	Y	1	geld	3.5	-	N
437	KEN	"9,2"	Hugh de Montfort	Hugh de Montfort	Y	1	geld	1	-	N
438	KEN	"9,3"	Hugh de Montfort	Mainou	N	0.5	geld	1.5	-	N
439	KEN	"9,4"	Hugh de Montfort	Mainou	N	1	geld	1.5	-	N
440	KEN	"9,5"	Hugh de Montfort	Hugh de Montfort	Y	0.75	geld	1	-	N
441	KEN	"9,6"	Hugh de Montfort	Mainou	N	1	geld	5	-	N
442	KEN	"9,7"	Hugh de Montfort	4 villagers	N	0.25	geld	0.6	-	N
443	KEN	"9,8"	Hugh de Montfort	Hugh de Montfort	Y	0.12	geld		-	N
444	KEN	"9,9"	Hugh de Montfort	Hugh de Montfort	Y	0.25	geld	10	-	N
445	KEN	"9,10"	Hugh de Montfort	Hugh de Montfort	Y	1	geld	15	-	N
446	KEN	"9,11"	Hugh de Montfort	Bertram <of Worth>	N	0.25	geld		-	I
447	KEN	"9,12"	Hugh de Montfort	Hervey	N	0.5	geld	6	-	N
448	KEN	"9,13"	Hugh de Montfort	Hugh de Montfort	Y	0.87	geld	5	-	N
449	KEN	"9,14"	Hugh de Montfort	Roger	N	0.25	geld	1.5	-	N
