claims_id	struct_idx	county	phillimore	vill	holding	ten_in_chief	lord_86	overlord_66	lord_66	claimant	defendant	jurors	xref	notes	text
4760	17540	LC	CK14	Marston?	9 bovates	Walter of Aincourt	Walter of Aincourt	-	Alsi	Walter of Aincourt	Kolsveinn of Lincoln?	Kesteven [`Langoe' Wapentake]	"26,33?"	"Walter manor of Branston (31,11) had no named jurisdiction held by an Alsi; if the entry is in DB, the most likely holding is Kolsveinn's at Marston, acquired from Alsi and held by a Walter, conceivably Aincourt; but this was in Loveden Wapentake."	"The Wapentake says that the 9 bovates of land which Walter of Aincourt claims are a jurisdiction of Branston, the land of Alsi the deacon which Walter has now: therefore he is claiming rightfully."
4780	17541	LC	CK15	Scopwick & Kirkby [Green]	customary dues of pasturage	Walter of Aincourt & Norman of Arcy & Heppo the bowman	Walter of Aincourt & Norman of Arcy & Heppo the bowman	Walter of Aincourt & Norman of Arcy & Heppo the bowman	Rothulfr	Walter of Aincourt & Norman of Arcy & Heppo	Durand Malet	Kesteven [`Langoe' Wapentake]	"31,15. 32,24. 61,6"	"Navenby (44,16) and Scopwick are still separated by Scopwick Heath, which was presumably the source of the dispute"	The men of Navenby hold back by force 16s from the customary dues of pasturage which are in Scopwick and Kirkby [Green] and they did not give them before 1066.
4800	17542	LC	CK16	Hackthorn	3 bovates	Archbishop of York	Archbishop of York	Leofsi?	Auti	Robert of Stafford	Archbishop of York	Kesteven [`Langoe' Wapentake]	"2,17"	"Robert acquired Metheringham (59,19) from Leofsi, and the archbishop 3 bovates in Hackthorn (in `Aslacoe') from Auti, claiming that 3 bovates - presumably Auti's - lay in the jurisdiction of his manor."	"Robert of Stafford claims that the land of Auti, Archbishop Thomas's man, ought to lie in the jurisdiction of his predecessor, Leofsi, but the Wapentake says that they never saw Auti give the jurisdiction to Leofsi."
4820	17543	LC	CK17	Hainton?	9 bovates?	Roger of Poitou	Hakon	-	Othin	Earl Hugh	Roger of Poitou & Walter of Aincourt	Kesteven [`Langoe' Wapentake]	"16,12?"	"Othin only holding was at Hainton (16,12), acquired by Roger of Poitou; Potterhanworth (31,17) was held by Walter of Aincourt. There is no indication of the nature of Earl Hugh's claim."	"Concerning Earl Hugh's claim, they say that Othin had the land before 1066 and the jurisdiction lay in Potterhanworth."
4840	17544	LC	CK18	Canwick	140 acres	?	?	-	?	Swartbrand	?	Kesteven [`Langoe' Wapentake]	?	"6 tenants-in-chief held in Canwick any one of whom could have been the subject of the claim; Swartbrand held in nearby vill of Metheringham (68,4)."	"In Canwick Swartbrand claims 140 acres. The Wapentake bears witness in favour of him because his father, Ulf, gave 1 gold mark in pledge for this land."
4860	17545	LC	CK19	Ponton	2 manors	Countess Judith	Nigel	-	Almer & his brothers	Robert of Tosny	Countess Judith	Kesteven [`Winnibriggs' Wapentake]	"56,6-7"	"Countess Judith did not hold in Marston; the holding referred to was probably that held by Osbern the priest (54,1), acquired from Thorfridh, probably Almer's brother of 56,7."	"In Ponton Countess Judith holds 2 manors which were Almer's and his brothers'. Robert of Tosny claims them, and the Wapentake bears witness for him that they were delivered to him in exchange for Marston."
4880	17546	LC	CK20	Casthorpe	2 bovates & 2 plots & 1 garden	Robert Malet	Ivo	-	Godwin <of Teigh>	Robert of Tosny & Robert of Stafford	Robert Malet	Kesteven [`Winnibriggs' Wapentake]	"58,4"	"Robert of Tosny held the vill of Woolsthorpe[-by-Belvoir] (18,27-28); Robert of Stafford's manor of Casthorpe is recorded in 59,2."	In Casthorpe Robert of Tosny claims 2 bovates and 2 plots against Robert Malet and the Wapentake says they ought to lie in Woolsthorpe[-by-Belvoir]. Concerning 1 garden in the same village they say that it ought to lie in Robert of Stafford's [manor of] Casthorpe.
4900	17547	LC	CK21	Grantham	2 bovates & 7 gardens	King William	King William	-	Northmann son of Merewin	Bishop of Durham	King William	Kesteven [`Winnibriggs' Wapentake]	"1,9-10"	"Northmann's holding is not recorded in the text but was probably the 7 'plots' claimed by the bishop in the royal manor of Grantham (1,9) and 2 bovates of its jurisdiction in Gonerby (1,10). The Bishop of Durham had a manor in Gonerby (3,31)."	"They say that Northmann son of Merewin had 7 gardens in ?rq? Grantham and their jurisdiction belongs there, but the gardens themselves belong to Gonerby. They say likewise concerning 2 bovates of land which belong to Gonerby and the jurisdiction lies in Grantham."
4920	17548	LC	CK22	Stenwith	2 carucates less 30 acres	Robert of Tosny	Robert of Tosny	-	-	Ivo Tallboys	Robert of Tosny	Kesteven [`Winnibriggs' Wapentake]	-	"Neither Ivo Tallboys or Robert of Tosny are recorded as holding in Stenwith, the single holding in the vill being held by Robert Malet (58,5). The comment on the division of land may have wide-ranging implications for the administration of the settlement."	"Ivo Tallboys claims 2 carucates of land, less 30 acres, in Stenwith against Robert of Tosny for which he pays the tax himself. Concerning this, they say that it is right that they themselves should go over this land and divide it rightly in proportion to the tax they pay."
4940	17549	LC	CK23	Stoke [Rochford]	3 carucates	Count Alan	Count Alan	-	Ralph the constable	Robert of Stafford	Count Alan	Kesteven [`Winnibriggs' Wapentake]	"12,91"	"Both tenants-in-chief had a predecessor named Karli (12,52;55. 59,4-6) though he is not recorded as holding in Stoke [Rochford] or `Winnibriggs' wapentake."	"In Stoke [Rochford] half hundred Robert of Stafford claims Karli's land, 3 carucates of land. The Wapentake says that this land was Ralph the constable's and the said Robert has nothing there."
4960	17550	LC	CK24	`Winnibriggs' & `Threo' Wapentakes	 tithes and customary church dues	King William	King William	-	King Edward	Bishop of Salisbury	King William	Kesteven [`Winnibriggs' Wapentake]	"1,9-24"	The holdings of St Wulfram's of Grantham in the 2 wapentakes constitute the fief of the bishop of Salisbury.	"They say that the tithes and customary church dues from `Winnibriggs' Wapentake and `Threo' Wapentake, from all the jurisdictions and {inlands} which the King has there, belong to the church of Grantham; see also CK62."
4980	17551	LC	CK25	Thurlby	1 carucate	Countess Judith	Countess Judith	-	Earl Waltheof	Osbern	Countess Judith	Kesteven [Graffoe Wapentake]	"56,15"	"Judith held 7 1/2 carucates in Thurlby, as a jurisdiction of her manor of Eagle (56,14); Osbern had no recorded holding in Thurlby."	"Osbern, the King's officer, claims 1 carucate of land in Thurlby which by the Wapentake's witness he ought to have and to render the jurisdiction in Eagle, Countess Judith's manor."
5000	17552	LC	CK26	Thurlby	10 bovates	Osbern of Arques	Osbern of Arques	-	-	Drogo of la Beuvriﬁre	Osbern of Arques	Kesteven [Graffoe Wapentake]	-	"Neither tenant-in-chief is recorded as holding in the vill and only Drogo held land in the wapentake (30,27) so the nature of the dispute is not apparent."	"Drogo of la Beuvriﬁre claims 10 bovates of land, a jurisdiction, in Thurlby against Osbern of Arques, but the Wapentake says that he is claiming them wrongfully."
5020	17553	LC	CK27	Haddington & Hykeham & Skellingthorpe & Whisby	38 1/2 carucates	Baldwin of Flanders	Baldwin of Flanders	-	Aelric son of Mergeat	Abbey of Westminster	Baldwin of Flanders	Kesteven [Graffoe Wapentake]	"65,1-5"	"The claim is repeated in the account of Baldwin's fief, which adds 8 carucates in North Hykeham (65,5); Aelfric's grant is rehearsed in a writ of the Conqueror; see also 9,1."	"Concerning the claim which the Abbot of Westminster makes against Baldwin [* of Flanders *] about the land and jurisdiction of Aelric son of Mergeat, they say that they heard that the same Aelric gave it to St Peter's, but they do not know whether [it was] the whole or the half. However, they say that in Haddington there are 8 1/2 carucates of land, a jurisdiction and {inland} of Doddington, in [South] Hykeham 4 carucates of land, a jurisdiction of Doddington, in Skellingthorpe 12 carucates, a jurisdiction of Doddington, and in Whisby 6 carucates of land, {inland} and a jurisdiction of Doddington. The Abbot of Westminster claims the whole of this because the head manor was given to St Peter's. All the County bears witness in favour of St Peter's."
5040	17554	LC	CK28	Thorpe[-on-the-Hill]	10 bovates & 1 church	Abbey of Westminster	Abbey of Westminster	-	Kofsi	Ralph of Mortimer?	Abbey of Westminster	Kesteven [Graffoe Wapentake]	"9,2"	"The abbey held 6 carucates and 2 bovates in Thorpe, part of which was a jurisdiction of Doddington; Kofsi was the predecessor of Ralph of Mortimer so statement this may imply a claim on his behalf."	The Wapentake says that Kofsi had 10 bovates of land and 1 ?rq? church in the jurisdiction of Thorpe[-on-the-Hill].
5060	17555	LC	CK29	North Hykeham	4 carucates	Count Alan	Count Alan	-	Siward	Swartbrand (son of Ulf)	Count Alan	Kesteven [Graffoe Wapentake]	"12,92"	"Neither Ulf or Swartbrand held in Hykeham or in Graffoe Wapentake so the basis of Swartbrand's claim is not apparent; the claim is repeated in the entry for North Hykeham (12,92)."	"The Wapentake says that Siward, not Ulf - Swartbrand's father -, had the manor of 4 carucates of land in North Hykeham, and therefore his claim is not right."
5080	17556	LC	CK30	Austhorpe	6 bovates	Martin	Martin	Kolgrim	Godric	Kolgrim	Martin	Kesteven [`Aswardhurn' Wapentake]	"45,4"	"The one manor in Ewerby was Kolgrim's (67,1) so this statement appears to imply a claim on his behalf."	"They say that the 6 bovates of land in Austhorpe which were Godric's and now are Martin's, ought to be {inland} of Ewerby."
5100	17557	LC	CK31	Heckington	6 bovates	Kolsveinn of Lincoln	Conded	-	Algar the deacon	Ralph Payenel	Kolsveinn of Lincoln	Kesteven [`Aswardhurn' Wapentake]	"26,27"	"Merleswein was Ralph's principal predecessor so the statement amounts to a denial of Ralph's claim. Thorkil and Algar held 1 carucate and 6 bovates in Heckington as 2 manors, the carucate presumably being Thorkil's."	"Ralph Payenel claims against Kolsveinn [* of Lincoln *] in Heckington 6 bovates, land which was Algar the deacon's. The Wapentake says that Merleswein, Ralph's predecessor, did not have it."
5120	17558	LC	CK32	Quarrington	14 bovates	Abbey of Ramsey	Abbey of Ramsey	-	Abbey of Ramsey	Waldin the Breton	Abbey of Ramsey	Kesteven [`Aswardhurn' Wapentake]	"10,1"	"Waldin did not hold in Quarrington, nor did he succeed elsewhere to anyone who had held in the vill, so the basis of his claim is not apparent."	"In Quarrington Waldin the Breton claims 14 bovates of land against the Abbot of Ramsey, but the Wapentake says that he does not claim it rightly."
5140	17559	LC	CK33	Quarrington	land	Bishop of Lincoln	Bishop of Lincoln	-	Arnketil	Bishop of Lincoln	Bishop of Lincoln	Kesteven [`Aswardhurn' Wapentake]	"7,48"	"The Bishop of Lincoln's holding in Quarrington mentions neither Arnketil nor a pledge, and Arnketil himself is not recorded as holding in the vill, though he had 3 other properties in the wapentake (67,5-6 and 68,26)."	"Also in Quarrington Bishop Remigius claims that he held Arnketil's land in pledge, but [Arnketil] denies this and holds from the King."
5160	17560	LC	CK34	Kirkby[-la-Thorpe]	2 bovates & 1 garden	Kolsveinn of Lincoln	Kolsveinn of Lincoln	Earl Morcar	Thorkil	Kolsveinn of Lincoln	King William	Kesteven [`Aswardhurn' Wapentake]	"1,1"	"Thorkil is not named in the entry for Kirkby, his holding presumably being subsumed in the 5 carucates of the manor."	Kolsveinn [* of Lincoln *] claims 2 bovates of land and 1 garden against the King in Kirkby[-la-Thorpe] from Earl Morcar's land which Thorkil held. The Wapentake says both that the jurisdiction was Earl Morcar's and that this land does not lie in another manor.
5180	17561	LC	CK35	Ingoldsby	4 bovates	Gilbert of Ghent	Gilbert of Ghent	Azur?	Azur?	Robert Malet	Gilbert of Ghent	Kesteven [`Aswardhurn' Wapentake]	"24,99"	"Both Robert (58,3) and Gilbert (24,29) held in Ingoldsby and both had predecessors named Azur, possibly the source of this dispute. Azur is not named in either entry. See also the note to the printed volume."	"In Ingoldsby Robert Malet claims jurisdiction over 4 bovates of land which Gilbert of Ghent has. The Wapentake says that Robert himself ought to have it through Azur, his predecessor."
5200	17562	LC	CK36	Caythorpe	meadow	Robert of Vessey	Robert of Vessey	-	Aelric (son of Mergeat)	Gilbert of Ghent	Robert of Vessey	Kesteven [Loveden Wapentake]	"37,2"	Robert of Vessey acquired his entire fief from Aelric; his holding in Caythorpe was the only one in the vill.	"In Caythorpe hundred Gilbert of Ghent claims against Robert of Vessey the meadow which was Aelric [* son of Mergeat *]'s, his predecessor, but the Wapentake says that the same Aelric had the whole meadow, and Gilbert's predecessor did not have anything of it except by renting it for money."
5220	17563	LC	CK37	Carlton [Scroop]	tithe & other customary dues	William of Warenne	Aldelin	-	Earl Harold	Count Alan?	William of Warenne	Kesteven [Loveden Wapentake]	"15,1"	"This may imply a claim by Count Alan, who held in the same vill (12,46), or by the tenant, or the priest of the vill."	The Wapentake testifies that the tithe and the other customary dues of Carlton [Scroop] lie in the church of the same village.
5240	17564	LC	CK38	[Long] Bennington	10 bovates	William of Warenne	Aldelin	-	Earl Harold	Count Alan	William of Warenne	Kesteven [Loveden Wapentake]	"15,2"	"Like William of Warenne, Count Alan held in both vills (12,46;49) which may have been the source of the dispute."	"In [Long] Bennington Count Alan claims 10 bovates of land, but the Wapentake says that they belong to Carlton [Scroop], William of Warenne's manor, and that Earl Harold, his predecessor, had them thus."
5260	17565	LC	CK39	Marston	-	Ralph the steward & Osbern the priest	Ralph the steward & Osbern the priest	-	Thorfridh & Thorfridh	Bishop of Durham	Ralph the steward & Osbern the priest	Kesteven [Loveden Wapentake]	"54,1"	Thorfridh's land in Loveden Wapentake was held by Osbern the priest; neither the bishop's nor Northmann's interest is recorded in the main text.	"The Bishop of Durham claims 2 bovates of land in Marston from Thorfridh's land. Concerning this, they say that Northmann gave Thorfridh himself 3 gold marks for this land before 1066, and after 1066 he gave a fourth mark."
5280	17566	LC	CK40	Bourne	2 1/2 carucates	Oger the Breton	Oger (the Breton)	-	Earl Morcar	Drogo of la Beuvriﬁre	Oger (the Breton)	Kesteven Aveland Wapentake	"42,1"	"Drogo acquired Earl Morcar's manors in 4 wapentakes; but all those in Aveland went to Oger (42,1;3-5;7-8)."	"The men of Aveland Wapentake testify that the manor [of] Bourne was Earl Morcar's before 1066. Now Oger [* the Breton *] has it from the King. Drogo claims it, but wrongfully."
5300	17567	LC	CK41	Dyke	3 1/2 bovates	Oger the Breton	Oger the Breton	-	Leofric	Heppo the bowman	Oger the Breton	Kesteven [Aveland Wapentake]	"42,6"	"Heppo held a jurisdiction of 3 bovates in Dyke (61,2), possibly a duplicate (but see CK42); he also held the manor of Haconby (61,1). Oger had another jurisdiction in Dyke (42,5) which may have been the source of confusion."	The Wapentake says that the 3 1/2 bovates which Oger [* the Breton *] has in Dyke lie in Haconby and are by rights Heppo the bowman's.
5320	17568	LC	CK42	Morton & Hanthorpe	1 carucate & 1 1/2 bovates	Oger the Breton	Oger the Breton	-	Leofric	Heppo the bowman	Oger the Breton	Kesteven [Aveland Wapentake]	"42,17-18"	"Heppo, who held Haconby (61,1), had a holding of the same size (61,3), perhaps resulting from a division. The implication is unclear: either the land or the superiority was Heppo's, perhaps the land since the superiority is ackowledged in Oger's entries."	"They say that 1 carucate of land in Morton, {inland}, and 1 1/2 bovates in Hanthorpe, a jurisdiction, belong to Haconby, and were there before 1066 and [that] Leofric had them."
5340	17569	LC	CK43	Morton	1/2 carucate	Oger the Breton	Oger the Breton	-	Abbey of Ramsey	Abbey of Ramsey	Oger the Breton	Kesteven [Aveland Wapentake]	"42,19"	"Morton was a jurisdiction of Quarrington, a manor of the Abbey of Ramsey (10,1)."	They say that also in Morton St Benedict's of Ramsey ought to have 1/2 carucate of land with full jurisdiction. Oger [* the Breton *] holds it wrongfully.
5360	17570	LC	CK44	Haconby	9 bovates	Oger the Breton	Oger the Breton	-	Ulf Fenman	Gilbert of Ghent	Oger the Breton	Kesteven [Aveland Wapentake]	"42,14"	"Haconby was a jurisdiction of Edenham, a manor of Gilbert of Ghent acquired from Ulf Fenman (24,25)."	"They say that in Haconby Oger [* the Breton *] holds wrongfully 9 bovates of land because Gilbert of Ghent ought to have them through Ulf Fenman, his predecessor, who had them before 1066."
5380	17571	LC	CK45	Dunsby	5 carucates	Bishop of Lincoln	Bishop of Lincoln	-	Bishop of Lincoln	Abbey of Peterborough	Bishop of Lincoln	Kesteven [Aveland Wapentake]	"7,30"	"The chronicle of Hugh Candidus (ed. Mellows, p. 69) claims that Healfdene's land was granted King William to the Bishop of Lincoln but that Dunsby had been held from the abbey at a rent and so was rightfully the abbey's: see also Whitelock, Wills, no 39."	"The Wapentake says that Healfdene [* son of Topi *]'s land in Dunsby, which Bishop Remigius holds and the Abbot of Peterborough claims, was not St Peter's before 1066."
5400	17572	LC	CK46	Rippingale	1 carucate	Oger the Breton	Oger the Breton	Arnbiorn?	Aslak & Dene	Robert of Tosny	Oger the Breton	Kesteven [Aveland Wapentake]	"42,11-12"	"Rippingale is associated with Ringstone where Robert of Tosny's predecessors were Aslak and Dene (18,15-16), possibly the men of one of Robert's principal predecessors, Thorgot and Arnbiorn, probably the latter: see CK47."	In Rippingale Oger [* the Breton *] holds 1 carucate of land which the Wapentake says was Robert of Tosny's predecessor's.
5420	17573	LC	CK47	Kirkby [Underwood]	5 bovates	Alfred of Lincoln	Alfred of Lincoln	-	Osfram	Robert of Tosny?	Alfred of Lincoln	Kesteven [Aveland Wapentake]	"27,55"	"Robert of Tosny held in Kirkby [Underwood] (18,16) and Arnbiorn was one of his principal predecessors so this may imply a claim on his behalf; see also CK46."	They say that Osfram's land in Kirkby [Underwood] was not in Arnbiorn's jurisdiction.
5440	17574	LC	CK48	Rippingale	3 carucates	Oger the Breton	Oger the Breton	Abbey of Crowland	Hereward <of Witham>	Abbey of Crowland	Oger the Breton	Kesteven [Aveland Wapentake]	"42,13"	"DB records Crowland as holding Rippingale 'for the monks' supplies'; Hereward appears to have had an interest in part of the vill elsewhere (42,11)."	"They say that St Guthlac's [* of Crowland *] land which Oger [* the Breton *] holds in Rippingale was lordship revenue of the monks, and that Abbot Ulfkil assigned it to Hereward <of Witham> at a revenue as might be agreed between them each year, but the Abbot repossessed it before Hereward fled from the country because he had not held to the agreement."
5460	17575	LC	CK49	Dowsby	3 carucates	Guy of Craon	Guy of Craon	Abbey of Crowland	Osfram	Abbey of Crowland	Guy of Craon	Kesteven [Aveland Wapentake]	"57,12"	"Both the abbey (42,13) and Guy (57,10) had manors in Rippingale, a possible source of confusion; Dowsby is entered as a manor, not a jurisdiction, on Guy's fief,"	"They say that the jurisdiction of 3 carucates of land in Dowsby, which Osfram had in pledge and was later redeemed, ought to lie in Rippingale, St Guthlac's [* of Crowland *] manor. They say it was thus before 1066 and later until Guy of Craon took possession of it."
5480	17576	LC	CK50	-	-	Drogo of la Beuvriﬁre	Drogo of la Beuvriﬁre	-	-	Drogo of la Beuvriﬁre	King William	Kesteven	-	Possibly a reference to Earl Morcar's lands retained by the king though 7 other tenants-in-chief also held in the same area.	The claims which Drogo of la Beuvriﬁre makes on the lands of [* Earl *] Morcar they leave to the King's judgement.
5500	17577	LC	CK51	Billingborough	1 carucate	Count Alan	Count Alan	-	Kolgrim	Robert of Stafford	Count Alan	Kesteven [Aveland Wapentake]	"12,55"	"Ralph the constable, Count Alan's principal predecessor, is not named in the Billingborough entry; both the count (12,52;55) and Robert (59,4-6) had a predecessor named Karli, presumably the source of the conflict."	They say that Robert of Stafford wrongfully claims Karli's land in Billingborough because the same Karli held it from Ralph the constable.
5520	17578	LC	CK52	Newton	7 bovates	Bishop of Durham & Wulfgeat	Bishop of Durham & Wulfgeat	-	Wulfric Wilde	Bishop of Durham & Wulfgeat	Bishop of Durham & Wulfgeat	Kesteven [Aveland Wapentake]	"3,32. 67,10"	"The facts are re-stated in the Bishop's entry (3,32) for the whole holding at Newton, Wulfgeat's share being duplicated in 67,10."	"They say that Wulfric Wilde's land in Walcot hundred ought to be half the Bishop of Durham's, and half that of a certain man Wulfgeat who has it in alms from the King."
5540	17579	LC	CK53	Osbournby	2 carucates	Guy of Craon	Vitalis	-	Aelfric (son of Godram)	Ralph Payenel	Guy of Craon	Kesteven [Aveland Wapentake]	"57,15"	Ralph is not recorded as having land or jurisdiction in Osbournby or a predecessor named Aelfric so the basis of his claim is not apparent.	Ralph Payenel claims full jurisdiction over Aelfric [* son of Godram *]'s land which Guy of Craon has in Osbournby. The Wapentake says that the same Ralph ought to have 1 horse from this land whenever he goes on a [military] expedition
5560	17580	LC	CK54	Pickworth	2 carucates	Kolsveinn of Lincoln	Kolsveinn of Lincoln	-	Auti	Kolsveinn of Lincoln	-	Kesteven [Aveland Wapentake]	"26,53"	"The facts concerning the 2 carucates are restated in the entry (26,53). The statement of immunity might have been made to pre-empt similar claims in Pickworth or for Auti's other lands."	In Pickworth there are 2 carucates of land which were Auti's and now are Kolsveinn [* of Lincoln *]'s. They are not in the count of any hundred and do not have their like in Lincolnshire.
5580	17581	LC	CK55	[Old] Somerby	2 carucates	Walter of Aincourt	Rainald	-	Northmann	Robert of Tosny?	Walter of Aincourt	Kesteven [`Threo' Wapentake]	"31,3"	"The entry on Walter's fief does not mention a pledge, and neither statement is unambiguous about the date, so the implication is unclear. Robert of Tosny had a predecessor named Thori who held in this wapentake."	"Concerning Thori's land in [Old] Somerby which Walter of Aincourt has, they say that before 1066 they saw the same Thori have it, but in 1066 Northmann held it in pledge. The men of the Wapentake do not know on what basis because they have not seen him perform any service for it."
5600	17582	LC	CK56	Ropsley	tithe & other customs	Robert of Tosny	Ivo	-	Thori	St Peter's church	Robert of Tosny	Kesteven [`Threo' Wapentake]	"18,24"	"Neither Peterborough or Westminster had interests in the Wapentake so St Peter's is perhaps the manorial church, the statement 'defining parochial obligation tenurially': Blair, Church in Anglo-Saxon Society, p. 499."	They say that the tithe and other customs [due] to the church from Thori's land in Ropsley hundred belong to St Peter's church [* of Ropsley *].
5620	17583	LC	CK57	Syston	service	Guy of Raimbeaucourt	Ingelrann son of Guy of Raimbeaucourt	-	Leofric	Walter of Aincourt	Guy of Raimbeaucourt	Kesteven [`Threo' Wapentake]	"39,3"	"Walter held in the adjacent vill of Belton (31,1), perhaps the source of his claim."	"Walter of Aincourt claims the service of Guy of Raimbeaucourt's men in the manor of Syston, but he does not have a just claim."
5640	17584	LC	CK58	Welby	4 carucates	Guy of Craon	Ranulf	-	Aethelstan ( son of Godram)	Drogo of la Beuvriﬁre	Guy of Craon	Kesteven [`Threo' Wapentake]	"57,22"	"Drogo did not hold land in the wapentake but he had a predecessor named Aethelstan (30,33-35;37), perhaps the source of his claim"	"In Welby hundred Drogo claims 4 carucates of land against Guy of Craon, but the Wapentake bears witness in favour of Guy that they are rightly his."
5660	17585	LC	CK59	Belton	1/2 carucate	Walter of Aincourt	Walter of Aincourt	-	Walter of Aincourt	Walter of Aincourt	King William	Kesteven [`Threo' Wapentake]	"31,1"	The king had no holding in Belton; Walter held 4 carucates there.	"They say that Walter of Aincourt ought not to have 1/2 carucate of land which he claims against the King in Belton, but the King [ought to have it]."
5680	17586	LC	CK60	Belton	1 bovate	Guy of Craon	Ranulf	-	Algar	Kolgrim	Guy of Craon	Kesteven [`Threo' Wapentake]	"57,25"	"Guy held 1/2 carucate in Belton (57,25). Kolgrim held in the same vill, but acquired his holding from a different predecessor, Roald (67,13). Both holdings were connected to 'Towthorpe', providing several possible sources of conflict."	"Also in Belton Kolgrim ought to have 1 bovate of land of Algar's land which Guy of Craon has, but the jurisdiction belongs to Guy in `Towthorpe'."
5700	17587	LC	CK61	Belton	10 acres of meadow	Guy of Raimbeaucourt	Guy & Ingelrann of Raimbeaucourt	-	Young Leofric	Kolgrim	Guy of Raimbeaucourt	Kesteven [`Threo' Wapentake]	"39,4"	"Guy & Ingelrann of Raimbeaucourt held this meadow, its manorial status undefined; Kolgrim had a manor in Belton (67,13)."	They say that before 1066 Young Leofric withheld the {warnode} of 10 acres of meadow also in Belton. Kolgrim claims the jurisdiction of these 10 acres.
5720	17588	LC	CK62	`Westhorpe'	customs	Walter of Aincourt	Walter of Aincourt	-	Thori	Bishop of Salisbury	Walter of Aincourt	Kesteven [`Threo' Wapentake]	"31,5"	This claim had earlier been made for `Winnibriggs' & `Threo' Wapentakes (CK24); it is not apparent why `Westhorpe' was singled out for separate treatment.	"They say that the whole of the customs [due] to the church and the tithe from `Westhorpe' belong to the church of Grantham, as Bishop Osmund claims."
5740	17589	LC	CK63	Honington	2 1/2 carucates	Ivo Tallboys	Ivo Tallboys	Ulf	Azur	Gilbert of Ghent	Ivo Tallboys	Kesteven [`Threo' Wapentake]	"14,89"	"Both tenants-in-chief had jurisdictions in Honington, dependant upon manors held by Ulf Fenman (14,89) and Godwin <of Teigh> (24,84) respectively; Azur is unnamed but presumably held 2 1/2 of Ulf's 3 carucates from him."	"In Honington hundred Gilbert claims the jurisdiction of 2 1/2 carucates of land through his predecessor Ulf, but the Wapentake says that Ivo ought to have the jurisdiction as Azur, his predecessor, had it from Ulf."
5760	17590	LC	CK64	Barkston	2 mills	King William	King William	-	Thorfridh son of Wulffrith	Kolsveinn of Lincoln & Robert of Stafford	King William	Kesteven [`Threo' Wapentake]	"1,23"	"Kolsveinn held land in Barkston (26,33) but Robert did not hold in either vill or wapentake; his claim may have been based upon his predecessor, Thorfridh (59,13-14)."	"Robert of Stafford claims 2 mills which are in Barkston, and Kolsveinn [* of Lincoln *] likewise claims them. The Wapentake says that they lie in Marston and their jurisdiction in Grantham."
5780	17591	LC	CK65	Drayton	1 carucate	Count Alan	Count Alan	Earl Ralph the constable	Bishop Wulfwige	Abbey of Ramsey & Bishop of Lincoln	Count Alan	Kesteven [Kirton Wapentake]	"12,59"	The entry for Count Alan's fief repeats the claims of the Abbey of Ramsey and of Bishop Remigius (through his predecessor) but state that they do not know on what basis Bishop Wulfwige held from the abbey.	"In Drayton hundred Count Alan has 1 carucate of land from St Benedict's of Ramsey. Bishop Remigius claims it and the Wapentake bears witness in favour of him that ^[Bishop]^ Wulfwige, his predecessor, held it from St Benedict's before 1066."
5800	17592	LC	CK66	Drayton	14 bovates	Guy of Craon	Guy of Craon	Earl Ralph the constable	Aethelstan son of Godram	Count Alan	Guy of Craon	Kesteven [Kirton Wapentake]	"57,44;56"	"Count Alan had holdings in Drayton and Bicker (a jurisdiction) acquired from Earl Ralph the constable (12,60;75); Guy's holding in Drayton emphasised its manorial status, perhaps the  source of the conflicting claims. Algar is not named."	"Guy of Craon holds 4 bovates of land in Drayton and 10 bovates in Bicker hundred from the land of Aethelstan son of Godram. Count Alan claims these, and Algar, his man, has given a pledge to the King's barons to establish by court-judgement or by combat that Aethelstan ^[son of Godram]^ himself was not in possession of these 14 bovates before 1066. Against this Guy's man, Alstan of Frampton, has given his pledge to prove that he was in possession of them with full jurisdiction, and that Guy was in possession of them from the time of Ralph the constable until now, and he holds them now."
5820	17593	LC	CK67	Steyning	3 carucates	Count Alan	Geoffrey of Tournai	-	Healfdene (son of Topi)	Bishop Remigius	Count Alan	Kesteven [Kirton Wapentake]	"12,89"	"Several of the Bishop of Lincoln's manors (7,16;18;20;22;27;30-33) had been acquired from Healfdene (son of Topi), possibly this Healfdene of Steyning."	"The men of Holland testify that Healfdene [* son of Topi *], Bishop Remigius's predecessor, had in Steyning 3 carucates of land without interference which Count Alan now has and [has] wrongfully because the Bishop was in possession of them."
5840	17594	LC	CK68	Quadring	1 carucate	Count Alan	Gyrthr	-	Thorkil	Alfred of Lincoln	Count Alan	Kesteven [Kirton Wapentake]	"12,90"	"A Thorkil was Alfred's predecessor on several manors (27,15-18;40;51-53) but not of the Count elsewhere."	"Alfred of Lincoln claims 1 carucate of land in Quadring against Count Alan. The men of Holland agree with the same Alfred both that it was his predecessor's, and [that] he himself was in possession of it in the time of Earl Ralph."
5860	17595	LC	CK69	Gosberton	6 bovates	Count Alan	Gyrthr	Earl Ralph the constable	Aethelstan (son of Godram)	Guy of Craon	Count Alan	Kesteven [Kirton Wapentake]	"12,76"	"Earl Ralph the constable, Count's Alan's principal predecessor, is named as overlord of the 6 bovates in the entry for Gosberton."	"Gyrthr, Count Alan's man, gave a pledge to affirm that Count Alan's predecessor had 6 bovates of land with full jurisdiction in Gosberton and therefore Guy of Craon does not claim them rightly."
