struct_idx	county	phillimore	overlord_66	lord_66	holding	units	value_66	v_66_code	waste_66	idx_overlord_66	idx_lord_66
333	KEN	"5,159"	King Edward	Sired (of Chilham)	5	geld	10	-	N	171350	492660
334	KEN	"5,160"	King Edward	Sired (of Chilham)	1	geld	10	-	N	171350	492660
335	KEN	"5,161"	King Edward	Wulfgeat	1	geld	2	-	N	171350	610400
336	KEN	"5,162"	King Edward	Godric	0.5	geld	2	-	N	171350	235450
337	KEN	"5,163"	-	-	0.5	geld	4	-	N		
338	KEN	"5,164"	King Edward	Warhelm	0.5	geld	1	-	N	171350	567800
339	KEN	"5,165"	King Edward	Leofred of Ruckinge	1	geld	3	-	N	171350	333550
340	KEN	"5,166"	King Edward	Aelric	1	geld	6	-	N	171350	16300
341	KEN	"5,167"	King Edward	Wulfnoth	0.25	equal	0.62	equal	N	171350	615700
341	KEN	"5,167"	King Edward	Wulfrun	0.25	equal	0.62	equal	N	171350	621150
341	KEN	"5,167"	King Edward	Waua	0.25	equal	0.62	equal	N	171350	570150
341	KEN	"5,167"	King Edward	Alward (the noble)	0.25	equal	0.62	equal	N	171350	65685
342	KEN	"5,168"	King Edward	Esbiorn Bicga	1	geld	8	-	N	171350	188800
343	KEN	"5,169"	-	Esbiorn Bicga	0.5	geld	0.75	-	N		188800
344	KEN	"5,170"	King Edward	Alred (of Yalding)	0.5	geld	3	-	N	171350	51850
345	KEN	"5,171"	King Edward	Godric of Bishopsbourne	0.5	geld	1.5	-	N	171350	238050
346	KEN	"5,172"	King Edward	Edwy the priest	0.75	geld	2	-	N	171350	179450
347	KEN	"5,173"	-	-	0.1	geld	0.2	-	N		
348	KEN	"5,174"	-	Alfred	0.4	equal	1	equal	N		34800
348	KEN	"5,174"	-	Leofwin	0.4	equal	1	equal	N		341150
348	KEN	"5,174"	-	Leofstan	0.4	equal	1	equal	N		339300
348	KEN	"5,174"	-	Sired (of Chilham)	0.4	equal	1	equal	N		492660
348	KEN	"5,174"	-	"men, two"	0.4	equal	1	equal	N		665950
349	KEN	"5,175"	-	Alnoth the noble (of Kent)	4	geld	10	-	N		51275
350	KEN	"5,176"	-	-	1	geld	5	-	N		
351	KEN	"5,177"	-	-	0.5	geld		-	N		
352	KEN	"5,178"	Earl Godwin	Alsi	0	-	2	-	N	244550	56300
353	KEN	"5,179"	-	"Freemen, six"	0.5	geld	1.5	-	N		657050
354	KEN	"5,180"	King Edward	Osgeard <of Darenth>	0.5	geld	2	-	N	171350	390000
355	KEN	"5,181"	-	"Freemen, two"	0.12	geld	0.5	-	N		659000
356	KEN	"5,182"	King Edward	Wulfnoth	0.5	ploughlands	0.75	-	N	171350	615700
357	KEN	"5,183"	King Edward	Edward	4.5	ploughs	8	-	N	171350	169900
358	KEN	"5,184"	-	-	0.25	geld		1086 value	N		
359	KEN	"5,185"	King Edward	Edric of Elham	3	geld	12	-	N	171350	166920
360	KEN	"5,186"	King Edward	Edric (of Elham)	2	geld	8	-	N	171350	166930
361	KEN	"5,187"	-	Godric	1	geld	15	-	N		235450
362	KEN	"5,188"	-	-		-		-	N		
363	KEN	"5,189"	King Edward	Leofwin	0.12	geld		1086 value	N	171350	341150
364	KEN	"5,190"	King Edward	Altet	0.01	geld		1086 value	N	171350	61350
365	KEN	"5,191"	King Edward	Molleva	2	geld	8	-	N	171350	362950
366	KEN	"5,192"	King Edward	Molleva	3	geld	12	-	N	171350	362950
367	KEN	"5,193"	King Edward	Kolsveinn	2	geld	10	-	N	171350	321700
368	KEN	"5,194"	King Edward	Ascored	1	geld	5	-	N	171350	92000
369	KEN	"5,195"	King Edward	Wulfnoth	1	geld	3	-	N	171350	615700
370	KEN	"5,196"	King Edward	Bucca	0.29	geld	0.4	-	N	171350	130800
371	KEN	"5,197"	-	-	2.75	geld	12	-	N		
372	KEN	"5,198"	King Edward	thanes	2	geld		1086 value	N	171350	675750
373	KEN	"5,199"	King Edward	Edward	1	geld	4	-	N	171350	169900
374	KEN	"5,200"	King Edward	Godesa	1.5	geld	8	-	N	171350	229350
375	KEN	"5,201"	King Edward	Almer	1	geld	5	-	N	171350	44650
376	KEN	"5,202"	King Edward	Edith	1	geld	2	-	N	171350	158650
377	KEN	"5,203"	King Edward	Arnold	0.37	geld	10	-	N	171350	88700
378	KEN	"5,204"	King Edward	Edric (of Elham)	1	geld	3	-	N	171350	166930
379	KEN	"5,205"	-	"Dover, guild of"	0.12	geld		1086 value	N		150000
380	KEN	"5,206"	King Edward	"thanes, three"	1	geld	2.5	-	N	171350	679750
381	KEN	"5,207"	King Edward	"thanes, five"	0.66	equal	1.5	equal	N	171350	676600
381	KEN	"5,207"	King Edward	Godwin	0.66	equal	1.5	equal	N	171350	241950
382	KEN	"5,208"	King Edward	Godric	0.85	geld	3	-	N	171350	235450
383	KEN	"5,209"	-	"Freeman, one"	0.05	geld		1086 value	N		654250
384	KEN	"5,210"	King Edward	Edric of Elham	1.5	geld	4	-	N	171350	166920
385	KEN	"5,211"	King Edward	Toki	0.25	geld		-	N	171350	531950
386	KEN	"5,212"	-	-	0.25	geld	0.75	-	N		
387	KEN	"5,213"	King Edward	Godwin	0.33	geld		-	N	171350	241950
388	KEN	"5,214"	King Edward	Sired (of Chilham)	0.12	geld	1.5	-	N	171350	492660
389	KEN	"5,215"	King Edward	Wulfward (White the noble)	2	geld	7.5	-	N	171350	626150
390	KEN	"5,216"	King Edward	Bernhold	0.25	geld	0.6	-	N	171350	109850
391	KEN	"5,217"	King Edward	Molleva	3	geld		1086 value	N	171350	362950
392	KEN	"5,218"	King Edward	"free men, three"	1.5	geld	4	-	N	171350	650100
393	KEN	"5,219"	King Edward	Wulfwy	1.5	geld	4	-	N	171350	630400
394	KEN	"5,220"	King Edward	Molleva	0.5	geld	3	-	N	171350	362950
395	KEN	"5,221"	King Edward	Molleva	0.25	geld		1086 value	N	171350	362950
396	KEN	"5,222"	King Edward	Molleva	0.33	geld		1086 value	N	171350	362950
397	KEN	"5,223"	King Edward	"free men, two"	0.12	geld		1086 value	N	171350	652350
398	KEN	"5,224"	-	"brothers, two"	1	geld	2	-	N		637450
399	KEN	"5,225"	King Edward	Wulfnoth	1	geld	3	-	N	171350	615700
401	KEN	"6,1"	-	King Edward	7	geld	85.33	-	N		171350
403	KEN	"7,1"	-	Sorag	2.25	geld	10	-	N		499450
404	KEN	"7,2"	-	"Canterbury (St Augustine), abbey of"	5.5	geld	28	-	N		135200
405	KEN	"7,3"	-	"Canterbury (St Augustine), abbey of"	1	geld	5	-	N		135200
406	KEN	"7,4"	-	"Canterbury (St Augustine), abbey of"	1.25	geld	20	-	N		135200
407	KEN	"7,5"	-	"Canterbury (St Augustine), abbey of"	7	geld	25	-	N		135200
408	KEN	"7,6"	Esbiorn Bicga	Edric (of Elham)	0.85	geld	4	-	N	188800	166930
409	KEN	"7,7"	-	"Canterbury (St Augustine), abbey of"	5	geld	2.5	-	N		135200
410	KEN	"7,8"	-	"Canterbury (St Augustine), abbey of"	48	geld	80	-	N		135200
411	KEN	"7,9"	-	"Canterbury (St Augustine), abbey of"	12	geld	53	-	N		135200
412	KEN	"7,10"	-	"Canterbury (St Augustine), abbey of"	0.25	geld	5	-	N		135200
413	KEN	"7,11"	-	"Canterbury (St Augustine), abbey of"	0.5	geld	4	-	N		135200
414	KEN	"7,12"	-	"Canterbury (St Augustine), abbey of"	1	geld	3	-	N		135200
415	KEN	"7,13"	-	"Canterbury (St Augustine), abbey of"	1	geld	2	-	N		135200
416	KEN	"7,14"	-	"Canterbury (St Augustine), abbey of"	0.5	geld	1	-	N		135200
417	KEN	"7,15"	-	"Canterbury (St Augustine), abbey of"	6	geld	15	-	N		135200
418	KEN	"7,16"	-	"Canterbury (St Augustine), abbey of"	0.12	geld	0.75	-	N		135200
419	KEN	"7,17"	-	"Canterbury (St Augustine), abbey of"	0.75	geld	3	-	N		135200
420	KEN	"7,18"	-	"Canterbury (St Augustine), abbey of"	0.5	geld	1	-	N		135200
421	KEN	"7,19"	-	"Canterbury (St Augustine), abbey of"	30	geld	80	-	N		135200
422	KEN	"7,20"	-	"Canterbury (St Augustine), abbey of"	2.5	geld	32	-	N		135200
423	KEN	"7,21"	-	"Canterbury (St Augustine), abbey of"	2	geld	8	-	N		135200
424	KEN	"7,22"	-	"Canterbury (St Augustine), abbey of"	1	geld	1	-	N		135200
425	KEN	"7,23"	-	"Canterbury (St Augustine), abbey of"	5	geld	10	-	N		135200
426	KEN	"7,24"	-	"Canterbury (St Augustine), abbey of"	0.12	geld	1	equal	N		135200
426	KEN	"7,24"	"Canterbury (St Augustine), abbey of"	Godesa	0.5	geld	1	equal	N	135200	229350
427	KEN	"7,25"	-	"Canterbury (St Augustine), abbey of"	0.75	geld	0.5	-	N		135200
428	KEN	"7,26"	"Canterbury (St Augustine), abbey of"	"villager, one"	1	geld	4	-	N	135200	681450
429	KEN	"7,27"	-	"Canterbury (St Augustine), abbey of"	2.25	geld	6	-	N		135200
430	KEN	"7,28"	"Canterbury (St Augustine), abbey of"	villagers	4	geld	10	-	N	135200	681700
431	KEN	"7,29"	"Canterbury (St Augustine), abbey of"	villagers	2.75	geld	20	-	N	135200	681700
432	KEN	"7,30"	-	"Canterbury (St Augustine), abbey of"		-		-	N		135200
434	KEN	"8,1"	-	"Ghent (Saint-Pierre), abbey of"	2	geld	16	-	N		219300
436	KEN	"9,1"	King Edward	Frederic	1	geld	3.5	-	N	171350	203050
437	KEN	"9,2"	King Edward	Wulfsi the priest	1	geld	1	-	N	171350	622550
438	KEN	"9,3"	King Edward	Bresibalt	0.5	geld	1.5	-	N	171350	117900
439	KEN	"9,4"	Earl Godwin	Thorgisl	1	geld	1.25	-	N	244550	521850
440	KEN	"9,5"	King Edward	"men, three"	0.75	geld	1	-	N	171350	665150
441	KEN	"9,6"	King Edward	William	1	geld	3.5	-	N	171350	578350
442	KEN	"9,7"	-	"villagers, two"	0.12	geld	0.3	equal	N		682450
442	KEN	"9,7"	-	"Freemen, two"	0.12	geld	0.3	equal	N		659000
443	KEN	"9,8"	-	"Freeman, one"	0.12	geld		-	N		654250
444	KEN	"9,9"	-	Wulfwy Wilde	0.25	geld	10	-	N		631550
445	KEN	"9,10"	Earl Godwin	Alsi	1	geld	10	-	N	244550	56300
446	KEN	"9,11"	King Edward	Aethelhelm	0.25	geld	1	-	N	171350	17650
447	KEN	"9,12"	-	Blaecmann	0.5	geld	4	-	N		111750
448	KEN	"9,13"	-	-	0.87	geld	4	-	N		
449	KEN	"9,14"	-	"Freemen, two"	0.25	geld	1.5	-	N		659000
450	KEN	"9,15"	-	"Freeman, one"	0.04	geld	0.25	-	N		654250
451	KEN	"9,16"	-	Esbiorn Bicga	2.5	geld	10	-	N		188800
452	KEN	"9,17"	King Edward	Aldred Bot	0.5	geld		-	N	171350	28750
453	KEN	"9,18"	King Edward	Thorgisl	1	geld	3	-	N	171350	521850
454	KEN	"9,19"	King Edward	Azur Roote	1	geld	8	-	N	171350	99100
455	KEN	"9,20"	-	"Freemen, twelve"	0.5	geld	3	-	N		658250
456	KEN	"9,21"	-	-	0.25	geld	2.5	-	N		
457	KEN	"9,22"	King Edward	Wulfnoth	1	geld	12	-	N	171350	615700
458	KEN	"9,23"	-	"Freemen, five"	0.12	geld	0.25	-	N		655800
459	KEN	"9,24"	King Edward	Osward (of Norton)	1	geld	8	-	N	171350	395060
460	KEN	"9,25"	King Edward	Leofwin	0.5	geld	2	-	N	171350	341150
461	KEN	"9,26"	-	Leofwin	0.25	geld		1086 value	N		341150
462	KEN	"9,27"	King Edward	"Freemen, three"	0.87	geld	0.5	-	N	171350	657850
463	KEN	"9,28"	-	"Freemen, eleven"	0.87	geld	3	-	N		655400
464	KEN	"9,29"	King Edward	Leofred	0.5	geld	2.5	-	N	171350	333400
465	KEN	"9,30"	King Edward	"Freemen, two"	0.37	geld	2	-	N	171350	659000
466	KEN	"9,31"	King Edward	Wulfnoth	2	geld	0.5	-	N	171350	615700
467	KEN	"9,32"	King Edward	"Freeman, one"	0.25	geld	2	-	N	171350	654250
468	KEN	"9,33"	-	"Freeman, one"	0.25	geld	1.5	-	N		654250
469	KEN	"9,34"	King Edward	"Freeman, one"	0.25	geld	0.2	-	I	171350	654250
470	KEN	"9,35"	King Edward	Edric of Elham	0.11	geld		1086 value	N	171350	166920
471	KEN	"9,36"	-	Molleva	3	geld	11	-	N		362950
472	KEN	"9,37"	King Edward	Edric (of Elham)	2	geld	12	-	N	171350	166930
473	KEN	"9,38"	King Edward	"Freeman, one"	0.13	geld		-	N	171350	654250
474	KEN	"9,39"	-	Alwin the priest		-	0	-	N		72350
475	KEN	"9,40"	-	-		-	0	-	N		
476	KEN	"9,41"	King Edward	Wulfwin	1	geld	2	-	N	171350	627300
477	KEN	"9,42"	King Edward	Godric of Bishopsbourne	7	geld	20	-	N	171350	238050
478	KEN	"9,43"	King Edward	"Freeman, one"	0.25	geld		1086 value	N	171350	654250
479	KEN	"9,44"	King Edward	Northmann <of Mereworth>	0.12	geld	0.41	-	N	171350	372060
480	KEN	"9,45"	King Edward	Osgeard <of Darenth>	1	geld	3	-	N	171350	390000
481	KEN	"9,46"	King Edward	Northmann <of Mereworth>	0.5	geld	1.25	-	N	171350	372060
482	KEN	"9,47"	King Edward	"Freeman, one"	0.3	geld	1	-	N	171350	654250
483	KEN	"9,48"	King Edward	Northmann <of Mereworth>	1	geld	4	-	N	171350	372060
484	KEN	"9,49"	King Edward	Aldred Bot	1	geld	2.5	-	N	171350	28750
485	KEN	"9,50"	King Edward	"Freemen, six"	0.25	geld	3	-	N	171350	657050
486	KEN	"9,51"	-	-	0	-	0.25	-	N		
487	KEN	"9,52"	King Edward	Wulfnoth	0.5	geld	0.5	-	N	171350	615700
488	KEN	"9,53"	King Edward	God	0.37	geld	1	-	N	171350	226950
489	KEN	"9,54"	King Edward	"Freeman, one"	0.25	geld	0.12	-	N	171350	654250
491	KEN	"10,1"	King Edward	Earl Godwin	4	geld	30	-	N	171350	244550
492	KEN	"10,2"	-	Earl Godwin	7	geld	20	-	N		244550
494	KEN	"11,1"	King Edward	Alred (of Yalding)	2	geld	30	-	N	171350	51850
495	KEN	"11,2"	King Edward	Alred (of Yalding)	1	geld	4	-	N	171350	51850
497	KEN	"12,1"	-	-	2.5	geld	10	-	N		
498	KEN	"12,2"	King Edward	William the falconer	0.52	geld		1086 value	N	171350	601350
499	KEN	"12,3"	King Edward	Northmann <of Mereworth>	2	geld	12	-	N	171350	372060
500	KEN	"12,4"	King Edward	Northmann <of Mereworth>	1	geld	8	-	N	171350	372060
502	KEN	"13,1"	Queen Edith	Sigar <of Sibertswold>	7.5	geld	40	-	N	159800	489920
506	SUS	"1,1"	-	Earl Godwin	56.5	geld	40	-	N		244700
507	SUS	"1,2"	-	Earl Godwin	3	geld	16	at face value	N		244700
509	SUS	"2,1a"	-	"Canterbury (Christ Church), archbishop of"	62.41	geld	40	-	N		135700
510	SUS	"2,1b"	-	"Canterbury (Christ Church), archbishop of"	5	geld		1086 value	N		135700
511	SUS	"2,1c"	-	"Canterbury (Christ Church), archbishop of"	2	geld		1086 value	N		135700
512	SUS	"2,1d"	-	"Canterbury (Christ Church), archbishop of"	1	geld		1086 value	N		135700
513	SUS	"2,1e"	-	"Canterbury (Christ Church), archbishop of"	0.33	geld		1086 value	N		135700
514	SUS	"2,1f"	-	"Canterbury (Christ Church), archbishop of"	4	geld		1086 value	N		135700
515	SUS	"2,1g"	-	"Canterbury (Christ Church), archbishop of"	0.25	geld		-	N		135700
516	SUS	"2,2"	-	"Canterbury (Christ Church), archbishop of"	4.5	geld	4	-	N		135700
517	SUS	"2,3"	-	"Canterbury (Christ Church), archbishop of"	20	geld	15	-	N		135700
518	SUS	"2,4"	-	"Canterbury (Christ Church), archbishop of"		-		-	N		135700
519	SUS	"2,5"	-	"Canterbury (Christ Church), archbishop of"	50	geld	40	-	N		135700
520	SUS	"2,6"	"Canterbury (Christ Church), archbishop of"	"Tangmere, church of"	10	geld	6	-	N	135700	513250
521	SUS	"2,7"	-	"Canterbury (Christ Church), archbishop of"	18	geld	12	-	N		135700
522	SUS	"2,8"	-	"Canterbury (Christ Church), archbishop of"	12	geld	12	-	N		135700
523	SUS	"2,9"	-	"Canterbury (Christ Church), archbishop of"	14	geld	14.2	-	N		135700
524	SUS	"2,10"	-	"Canterbury (Christ Church), archbishop of"	4	geld		1086 value	N		135700
526	SUS	"3,1"	-	"Chichester (St Peter), bishop of"	25	geld	26	-	N		137900
527	SUS	"3,2"	-	"Chichester (St Peter), bishop of"	15	geld	10	-	N		137900
528	SUS	"3,3"	-	"Chichester (St Peter), bishop of"	36	geld	15	-	N		137900
529	SUS	"3,4"	-	"Chichester (St Peter), bishop of"	12	geld	7	-	N		137900
530	SUS	"3,5"	-	"Chichester (St Peter), bishop of"	24	geld	20	-	N		137900
531	SUS	"3,6"	-	"Chichester (St Peter), bishop of"	12	geld	10	-	N		137900
532	SUS	"3,7"	-	"Chichester (St Peter), bishop of"	10	geld	12	-	N		137900
533	SUS	"3,8"	-	"Chichester (St Peter), bishop of"	14	geld	8	-	N		137900
534	SUS	"3,9"	-	"Chichester (St Peter), bishop of"	20	geld	18	-	N		137900
535	SUS	"3,10"	-	"Chichester (St Peter), bishop of"	16	geld		1086 value	N		137900
537	SUS	"4,1"	-	"Westminster (St Peter), abbey of"	7	geld	4	-	N		572100
539	SUS	"5,1"	-	"FÚcamp (Holy Trinity), abbey of"	20	geld	34	-	N		199550
540	SUS	"5,2"	-	(Earl) Harold	81	geld	86	-	N		270300
541	SUS	"5,3"	King Edward	Countess Goda	16	geld	12	-	N	172000	228150
543	SUS	"6,1"	King Edward	"Exeter (St Peter), bishop of"	65	geld	300	-	N	172000	198250
544	SUS	"6,2"	King Edward	"Exeter (St Peter), bishop of"	13	geld	15	-	N	172000	198250
545	SUS	"6,3"	-	"Exeter (St Peter), bishop of"	3	geld	4	-	N		198250
546	SUS	"6,4"	King Edward	Godwin the priest	6	geld	10	-	N	172000	248100
547	SUS	"6,5"	King Edward	"Bosham, canons of"		-		-	N	172000	116250
549	SUS	"7,1"	-	"Winchester (St Peter), abbey of"	28	geld	20	-	N		603300
550	SUS	"7,2"	-	"Winchester (St Peter), abbey of"	5	geld	4.52	-	N		603300
552	SUS	"8,1"	King Edward	Alnoth the noble (of Kent)	44.5	geld	48	-	N	172000	51300
553	SUS	"8,2"	King Edward	Alnoth the noble (of Kent)	4	geld		-	N	172000	51300
554	SUS	"8,3"	Earl Godwin	Wulfbald	0.37	geld	1	-	N	244700	606950
555	SUS	"8,4"	-	-	0.37	geld		1086 value	N		
556	SUS	"8,5"	-	-	0.12	geld		1086 value	N		
557	SUS	"8,6"	-	-	0.75	geld		1086 value	N		
558	SUS	"8,7"	-	-	0.75	geld		1086 value	N		
559	SUS	"8,8"	-	-	0.5	geld		1086 value	N		
560	SUS	"8,9"	-	-	0.5	geld		1086 value	N		
561	SUS	"8,10"	-	-	0.12	geld		1086 value	N		
562	SUS	"8,11"	-	-	0.37	geld		-	N		
563	SUS	"8,12"	-	-	1.87	geld		1086 value	N		
564	SUS	"8,13"	-	-	0.12	geld		1086 value	N		
565	SUS	"8,14"	-	-	0.12	geld		1086 value	N		
566	SUS	"8,15"	-	-	0.12	geld		1086 value	N		
567	SUS	"8,16"	-	-		-		1086 value	N		
569	SUS	"8a,1"	-	"Shaftesbury (St Edward & St Mary), abbey of"	21	geld	10	-	N		487950
571	SUS	"9,1"	-	Earl Godwin	12	geld	25	-	N		244700
572	SUS	"9,2"	King Edward	Alfhelm	1.5	geld	2.5	-	N	172000	32800
573	SUS	"9,3"	King Edward	Osward (of Norton)	0.37	geld	4	-	N	172000	395080
574	SUS	"9,4"	King Edward	Blaec	3	geld	6	-	N	172000	111350
575	SUS	"9,5"	-	Edmer the priest	5	geld	6	-	N		162000
576	SUS	"9,6"	King Edward	Alnoth (the noble of Kent)	5	geld	10	-	N	172000	51305
577	SUS	"9,7"	King Edward	Siward	2.5	geld	6	-	N	172000	494700
578	SUS	"9,8"	-	Northmann <of Mereworth>	1.5	geld	2	-	N		372080
579	SUS	"9,9"	-	"free men, two"	1	geld	1.5	-	N		652550
580	SUS	"9,10"	-	Hernetoc	0.12	geld	0.5	-	N		281850
581	SUS	"9,11"	-	"Chichester (St Peter), bishop of"	20	geld	20	-	N		137900
582	SUS	"9,12"	-	-	0.25	geld	0.4	-	N		
583	SUS	"9,13"	King Edward	Leofnoth	5	geld	6	-	N	172000	332500
584	SUS	"9,14"	King Edward	Wulfmer	0.12	geld		-	N	172000	613900
584	SUS	"9,14"	-	King Edward	15	geld	14	-	N		172000
585	SUS	"9,15"	-	Godwin	2.25	equal	0.75	equal	N		242600
585	SUS	"9,15"	-	Alstan	2.25	equal	0.75	equal	N		59950
586	SUS	"9,16"	-	Goldwin	6	geld	5	-	N		250050
587	SUS	"9,17"	-	Wynstan	1.25	geld	1	-	N		633150
588	SUS	"9,18"	-	Earl Harold	6	geld	8	-	N		270250
589	SUS	"9,19"	-	"free men, two"	4	geld	5	-	N		652550
590	SUS	"9,20"	-	"free men, two"	0.37	geld		1086 value	N		652550
591	SUS	"9,21"	-	Earl Harold	0.5	geld	2.5	-	N		270250
592	SUS	"9,22"	-	(Countess) Goda	1	geld	3	-	N		228200
593	SUS	"9,23"	King Edward	(Countess) Goda	1.5	geld	5	-	N	172000	228200
594	SUS	"9,24"	-	Alnoth (the noble of Kent)	1.5	geld	5	-	N		51305
595	SUS	"9,25"	-	Wulfbald	0.12	geld	0.1	-	N		606950
596	SUS	"9,26"	-	Edith	0.5	geld	1	-	N		158950
597	SUS	"9,27"	Earl Leofwin	Leofwin	0.12	geld	0.25	-	N	343900	341750
598	SUS	"9,28"	-	Earl Leofwin	0.25	geld		-	N		343900
599	SUS	"9,29"	-	Earl Leofwin	0.12	geld	0.2	-	N		343900
600	SUS	"9,30"	-	Cana	0.12	geld	0.2	-	N		134800
601	SUS	"9,31"	King Edward	"brothers, two"	1	geld	5	-	N	172000	637750
602	SUS	"9,32"	-	Northmann <of Mereworth>	1	geld		1086 value	N		372080
603	SUS	"9,33"	-	King Edward	0.18	geld	2.25	-	N		172000
604	SUS	"9,34"	-	Countess Goda	1	geld	2	-	N		228150
605	SUS	"9,35"	-	Queen Edith	1	geld	1	-	N		160500
606	SUS	"9,36"	-	King Edward	0.5	geld	0.5	-	N		172000
607	SUS	"9,37"	-	Countess Goda	3.93	geld	4	-	N		228150
608	SUS	"9,38"	-	"Wilton (St Mary), abbey of"	1.62	geld	1.5	-	N		602100
609	SUS	"9,39"	-	"Wilton (St Mary), abbey of"	0.18	geld	0.35	-	N		602100
610	SUS	"9,40"	-	Countess Goda	0.18	geld	0.4	-	N		228150
611	SUS	"9,41"	-	Aghmund <of Eckington>	0.12	geld	0.2	-	N		20610
612	SUS	"9,42"	-	Earl Harold	0.56	geld	0.25	-	N		270250
613	SUS	"9,43"	-	Earl Harold	0.12	geld	0.25	-	N		270250
614	SUS	"9,44"	-	Countess Goda	0.18	geld	0.15	-	N		228150
615	SUS	"9,45"	-	Countess Goda	0.18	geld	0.25	-	N		228150
616	SUS	"9,46"	-	Wulfmer the priest	0.12	geld	0.15	-	N		615050
617	SUS	"9,47"	-	Alwin	0.14	geld	0.5	-	N		67550
618	SUS	"9,48"	-	Cana	0.5	geld	0.4	-	N		134800
619	SUS	"9,49"	-	Countess Goda	1	geld	0.7	-	N		228150
620	SUS	"9,50"	-	Countess Goda	1	geld	0.65	-	N		228150
621	SUS	"9,51"	-	Wulfmer	0.5	geld	0.4	-	N		613900
622	SUS	"9,52"	-	Countess Goda	5	geld	4	-	N		228150
623	SUS	"9,53"	-	Leofnoth	0.5	geld	0.15	-	N		332500
624	SUS	"9,54"	-	Brictwin	0.5	geld	0.5	-	N		126250
625	SUS	"9,55"	King Edward	Aghmund <of Eckington>	1	geld	0.7	-	N	172000	20610
626	SUS	"9,56"	King Edward	"Wilton (St Mary), abbey of"	0.12	geld	0.12	-	N	172000	602100
627	SUS	"9,57"	-	Botic	0.5	geld	0.25	-	N		116900
628	SUS	"9,58"	-	Aelfeva	0.06	geld		1086 value	N		4850
629	SUS	"9,59"	-	Earl Harold	0.12	geld	0.2	-	N		270250
630	SUS	"9,60"	King Edward	"Chichester (St Peter), bishop of"	4.5	geld	5.7	-	N	172000	137900
631	SUS	"9,61"	-	Edward	0.06	geld	0.08	equal	N		170250
631	SUS	"9,61"	-	Leofwin	0.06	equal	0.08	equal	N		341750
632	SUS	"9,62"	-	Leofwin	0.12	equal	0.3	-	N		341750
633	SUS	"9,63"	-	"Wilton (St Mary), abbey of"	0.12	geld	0.25	-	N		602100
634	SUS	"9,64"	-	Ulf	0.12	geld	0.25	-	N		544600
635	SUS	"9,65"	-	"Wilton (St Mary), abbey of"	0.12	geld	0.25	-	N		602100
636	SUS	"9,66"	-	Countess Goda	0.12	geld	0.25	-	N		228150
637	SUS	"9,67"	-	Countess Goda	0.06	geld	0.05	-	N		228150
638	SUS	"9,68"	-	Countess Goda	0.12	geld	0.5	-	N		228150
639	SUS	"9,69"	-	Godwin	0.12	geld	0.2	-	N		242600
640	SUS	"9,70"	-	Countess Goda	0.5	geld	2	-	N		228150
641	SUS	"9,71"	-	"Wilton (St Mary), abbey of"	0.12	geld	0.4	-	N		602100
642	SUS	"9,72"	-	Countess Goda	0.12	geld	0.25	-	N		228150
643	SUS	"9,73"	-	Countess Goda	0.12	geld	0.25	-	N		228150
644	SUS	"9,74"	-	Earl Harold	1	geld	1	-	N		270250
645	SUS	"9,75"	-	"Wilton (St Mary), abbey of"	1.06	geld	3	-	N		602100
646	SUS	"9,76"	-	Aghmund <of Eckington>	0.62	geld	1	-	N		20610
647	SUS	"9,77"	-	Alwin	0.5	geld	0.5	-	N		67550
648	SUS	"9,78"	-	(Countess) Goda	0.12	geld		1086 value	N		228200
649	SUS	"9,79"	-	Wulfsi	0.12	geld	0.25	-	N		621850
650	SUS	"9,80"	-	(Countess) Goda	0.5	geld	0.5	-	N		228200
651	SUS	"9,81"	-	"Wilton (St Mary), abbey of"	0.12	geld		-	N		602100
652	SUS	"9,82"	-	Countess Goda	0.5	geld	1	-	N		228150
653	SUS	"9,83"	-	Cana	3.62	geld	3	-	N		134800
654	SUS	"9,84"	-	Leofeva	0.5	geld	1	-	N		327850
655	SUS	"9,85"	-	Cana	1	geld	1.5	-	N		134800
656	SUS	"9,86"	-	Northmann <of Mereworth>	0.5	geld	1	-	N		372080
657	SUS	"9,87"	-	Azur <of Slindon>	0.12	geld	0.5	-	N		99085
658	SUS	"9,88"	-	King Edward	1	geld	1	-	N		172000
659	SUS	"9,89"	-	King Edward	0.5	geld	1.5	-	N		172000
660	SUS	"9,90"	-	King Edward	0.5	geld	1	-	N		172000
661	SUS	"9,91"	-	-	0.68	geld	1.1	-	N		
662	SUS	"9,92"	King Edward	Alfhere	0.5	geld	0.5	-	N	172000	33150
663	SUS	"9,93"	King Edward	Wulfgar	0.5	geld	0.6	-	N	172000	609550
664	SUS	"9,94"	King Edward	Osward (of Norton)	0.25	equal	0.12	equal	N	172000	395080
664	SUS	"9,94"	-	King Edward	0.25	equal	0.12	equal	N		172000
665	SUS	"9,95"	King Edward	Cola	0.12	geld	0.25	-	N	172000	139350
666	SUS	"9,96"	-	(Countess) Goda	0.5	geld	1	-	N		228200
667	SUS	"9,97"	-	Azur <of Slindon>	0.12	geld	0.3	-	N		99085
668	SUS	"9,98"	-	Leofwin	0.5	geld	0.25	-	N		341750
669	SUS	"9,99"	-	Countess Goda	0.31	geld	1.5	-	N		228150
670	SUS	"9,100"	-	(Countess) Goda	0.06	geld	0.25	-	N		228200
671	SUS	"9,101"	-	(Countess) Goda	0.18	geld	0.5	-	N		228200
