name,surname,surname_id,recipient_match,control_match,recipient_surname,control_surname,surname_metaphone,surname_soundex,surname_mp_se,mp_se_id,u_id,found_control_group,recipient_control_group,found_treatment_group,recipient_treatment_group
"Beaumont, Glidd, Joan, 146; Philip, 147",Beaumont,310.0,0.0,0.0,0.0,0.0,PMNT,B05053,PMNT B05053,310.0,310.0,0,0,0,0
"Beck, Ann, 70; Humphrey, 201",Beck,,0.0,0.0,0.0,0.0,PK,B020,PK B020,688.0,688.0,0,0,0,0
"Beckingham, Christina, 338",Beckingham,,0.0,0.0,0.0,0.0,PKNKM,B0205205,PKNKM B0205205,485.0,485.0,0,0,0,0
"Bedford, 248; duke of, 293",Bedford,316.0,0.0,0.0,0.0,0.0,PTFRT,B031063,PTFRT B031063,316.0,316.0,0,0,0,0
"Beedell, John, 262",Beedell,,0.0,0.0,0.0,0.0,PTL,B0304,PTL B0304,399.0,399.0,0,0,0,0
"Beer Haven, 21",Beer,,0.0,0.0,0.0,0.0,PR,B060,PR B060,725.0,725.0,0,0,0,0
"Beer, 21",Beer,,0.0,0.0,0.0,0.0,PR,B060,PR B060,725.0,725.0,0,0,0,0
"Beer, Bere, A., 239; Arthur, 20; Charles, 209, 342; Claude, 320; Elizabeth, 248; Frederick, H., 342; Herbert, 256; J., 213; John, 35, 248; Margaret, 169; Montagu(e), 209, 335; Tydfil, 256; Wilhelmina, 209; William, 162",Beer,,0.0,0.0,0.0,0.0,PR,B060,PR B060,725.0,725.0,0,0,0,0
"Beeston, Beryl, 305",Beeston,,0.0,0.0,0.0,0.0,PSTN,B02305,PSTN B02305,277.0,277.0,0,0,0,0
"Belair, 247, 248(2)",Belair,,0.0,0.0,0.0,0.0,PLR,B0406,PLR B0406,407.0,407.0,0,0,0,0
"Belair, Elphinstone, Mary, 248Belfield, Bellfield, Eleanor, 224; Eliza, 224(2); Finney, 224(2); John, Maria, 224",Belair,,0.0,0.0,0.0,0.0,PLR,B0406,PLR B0406,407.0,407.0,0,0,0,0
"Belgrove, 182",Belgrove,7857.0,0.0,0.0,0.0,0.0,PLKRF,B0426010,PLKRF B0426010,7857.0,7857.0,0,0,0,0
"Bell, A., 342; Arthur, 45, 305; Donald, 163; Eleanor, 100; Elizabeth, 204; John, 88; Naomi, 277; Robert, 100; Winifred, 45",Bell,,0.0,0.0,0.0,0.0,PL,B040,PL B040,698.0,698.0,0,0,0,0
"Bellamy, Arthur, 226; E., 237; John, 262, 264; Sarah, 262, 264",Bellamy,,0.0,0.0,0.0,0.0,PLM,B04050,PLM B04050,325.0,325.0,0,0,0,0
"Bellers, Eric, 76(2); Nancy, 76",Bellers,7858.0,0.0,0.0,0.0,0.0,PLRS,B04062,PLRS B04062,7858.0,7858.0,0,0,0,0
"Bellew, Mary, 282(2)",Bellew,,0.0,0.0,0.0,0.0,PL,B040,PL B040,698.0,698.0,0,0,0,0
"Bending, Harriet, 26",Bending,,0.0,0.0,0.0,0.0,PNTNK,B053052,PNTNK B053052,5144.0,5144.0,0,0,0,0
"Bennet, Bennett, Bertram, 225; C., 331; Emily, 318; R., 220, 234; Roger, 261; Stephen, 318; V., 331; Vere, 335",Bennet,,0.0,0.0,0.0,0.0,PNT,B0503,PNT B0503,340.0,340.0,1,0,0,0
"Benson, Adeline, 293(2); John, 293(3); Mary, 293",Benson,10651.0,0.0,0.0,0.0,0.0,PNSN,B05205,PNSN B05205,10651.0,10651.0,0,0,0,0
"Bentinck, Charles, Frances, 38",Bentinck,,0.0,0.0,0.0,0.0,PNTNK,B053052,PNTNK B053052,5144.0,5144.0,0,0,0,0
"Benwell, George, 244",Benwell,,0.0,0.0,0.0,0.0,PNL,B0504,PNL B0504,11599.0,11599.0,0,0,0,0
"Bere Alston, 21; vicar of, 21",Bere,,0.0,0.0,0.0,0.0,PR,B060,PR B060,725.0,725.0,0,0,0,0
"Berkeley, Berkley, Elizabeth, 209;James, 122, 128; Louisa, 209; Maria, 212; Mary, 209, 212; Sackville, 133, 209",Berkeley,,0.0,0.0,0.0,0.0,PRKL,B062040,PRKL B062040,10073.0,10073.0,0,0,0,0
"Berks., magistrate for, 324",Berks,13100.0,0.0,0.0,0.0,0.0,PRKS,B062,PRKS B062,13100.0,13100.0,0,0,0,0
"Bermondsey, rector of, 57",Bermondsey,7859.0,0.0,0.0,0.0,0.0,PRMNTS,B06505320,PRMNTS B06505320,7859.0,7859.0,0,0,0,0
"Bernard, William, 80",Bernard,,0.0,0.0,0.0,0.0,PRNRT,B065063,PRNRT B065063,527.0,527.0,0,0,0,0
"Berridon Hall, 40",Berridon,,0.0,0.0,0.0,0.0,PRTN,B060305,PRTN B060305,9173.0,9173.0,0,0,0,0
"Berry, 24",Berry,,0.0,0.0,0.0,0.0,PR,B060,PR B060,725.0,725.0,0,0,0,0
"Berry, Bernard, 87; George, 234; Thomas, 331; William, 80",Berry,,0.0,0.0,0.0,0.0,PR,B060,PR B060,725.0,725.0,0,0,0,0
"Bertram, W., 47",Bertram,361.0,0.0,0.0,0.0,0.0,PRTRM,B063605,PRTRM B063605,361.0,361.0,0,0,0,0
"Besley, Besly, Barton, 16; Edward, Francis, William, 276",Besley,,0.0,0.0,0.0,0.0,PSL,B0240,PSL B0240,8699.0,8699.0,0,0,0,0
"Bettridge, R., 316",Bettridge,13101.0,0.0,0.0,0.0,0.0,PTRJ,B0360320,PTRJ B0360320,13101.0,13101.0,0,0,0,0
"Bevington & Sons, 266",Bevington,13102.0,0.0,0.0,0.0,0.0,PFNKTN,B01052305,PFNKTN B01052305,13102.0,13102.0,0,0,0,0
"Bewes, Cecil, Frederick, 212",Bewes,,0.0,0.0,0.0,0.0,PS,B020,PS B020,729.0,729.0,0,0,0,0
"Bibbings, Joseph, 346",Bibbings,12323.0,0.0,0.0,0.0,0.0,PPNKS,B01052,PPNKS B01052,12323.0,12323.0,0,0,0,0
"Bibury, Glos., 204",Bibury,,0.0,0.0,0.0,0.0,PPR,B01060,PPR B01060,548.0,548.0,0,0,0,0
"Bickersteth, Edward, 113(2), 122; Hugh, 294",Bickersteth,7860.0,0.0,0.0,0.0,0.0,PKRST0,B020623030,PKRST0 B020623030,7860.0,7860.0,0,0,0,0
"Bickford, 39",Bickford,387.0,0.0,0.0,0.0,0.0,PKFRT,B021063,PKFRT B021063,387.0,387.0,0,0,0,0
"Bickford, Elizabeth, 26; F., 20; John, 26(3); William, 39",Bickford,387.0,0.0,0.0,0.0,0.0,PKFRT,B021063,PKFRT B021063,387.0,387.0,0,0,0,0
"Bickham, 5, 247",Bickham,386.0,0.0,0.0,0.0,0.0,PKM,B0205,PKM B0205,386.0,386.0,0,0,0,0
"Bickle, W., 216",Bickle,390.0,0.0,0.0,0.0,0.0,PKL,B0240,PKL B0240,390.0,390.0,0,0,0,0
"Bickleigh (near Plymouth), 25, 26; vicar of, 26; (near Tiverton), 26-7; rectors of, 26(2), 27(2)",Bickleigh,12041.0,0.0,0.0,0.0,0.0,PKL,B024020,PKL B024020,12041.0,12041.0,0,0,0,0
"Bidder, George, 284",Bidder,,0.0,0.0,0.0,0.0,PTR,B0306,PTR B0306,735.0,735.0,0,0,0,0
"Bideford East the Water, 30",Bideford,,0.0,0.0,0.0,0.0,PTFRT,B0301063,PTFRT B0301063,9794.0,9794.0,0,0,0,0
"Bidgood, Sarah, 256",Bidgood,397.0,0.0,0.0,0.0,0.0,PTKT,B03203,PTKT B03203,397.0,397.0,0,0,0,0
"Biggar, John, 88",Biggar,,0.0,0.0,1.0,0.0,PKR,B0206,PKR B0206,473.0,473.0,0,1,0,0
"Bilton, Martha, 8",Bilton,,0.0,0.0,0.0,0.0,PLTN,B04305,PLTN B04305,9369.0,9369.0,0,0,0,0
"Bindloss, Edward, 212",Bindloss,,0.0,0.0,0.0,0.0,PNTLS,B053402,PNTLS B053402,7241.0,7241.0,0,0,0,0
"Bindon, 16",Bindon,,0.0,0.0,0.0,0.0,PNTN,B05305,PNTN B05305,289.0,289.0,0,0,0,0
"Bingham, William, 178",Bingham,,0.0,0.0,0.0,0.0,PNKM,B05205,PNKM B05205,11051.0,11051.0,0,0,0,0
"Binnear, E., Mary, Thomas, 47",Binnear,,0.0,0.0,0.0,0.0,PNR,B0506,PNR B0506,510.0,510.0,0,0,0,0
"Binney, John, 137",Binney,,0.0,0.0,0.0,0.0,PN,B050,PN B050,570.0,570.0,0,0,0,0
"Birch, A., 299; Robert, 9; Wickham, 9, 10",Birch,,0.0,0.0,0.0,0.0,PRX,B0620,PRX B0620,414.0,414.0,0,0,0,0
"Bird, Amelia, Dulcie, 15; John, 15",Bird,356.0,0.0,0.0,0.0,0.0,PRT,B063,PRT B063,356.0,356.0,0,0,0,0
"Birdwood, Frederick, William, 261",Birdwood,416.0,0.0,0.0,0.0,0.0,PRTT,B06303,PRTT B06303,416.0,416.0,0,0,0,0
"Birks, Herbert, 179",Birks,,0.0,0.0,0.0,0.0,PRKS,B062,PRKS B062,13100.0,13100.0,0,0,0,0
"Birmingham, University of, 284",Birmingham,7311.0,0.0,0.0,0.0,0.0,PRMNKM,B06505205,PRMNKM B06505205,7311.0,7311.0,0,0,0,0
"Birnie, E., 252",Birnie,,0.0,0.0,0.0,0.0,PRN,B0650,PRN B0650,712.0,712.0,0,0,0,0
"Bishop, Albert, 1",Bishop,418.0,0.0,0.0,0.0,0.0,PXP,B0201,PXP B0201,418.0,418.0,0,0,0,0
"Bishop‘s Court, 33, 34",Bishops,7861.0,0.0,0.0,0.0,0.0,PXPS,B02012,PXPS B02012,7861.0,7861.0,0,0,0,0
"Bissell, F., 336",Bissell,,0.0,0.0,0.0,0.0,PSL,B0204,PSL B0204,730.0,730.0,0,0,0,0
"Bittern, H.M.S., 336",Bittern,13103.0,0.0,0.0,0.0,0.0,PTRN,B03065,PTRN B03065,13103.0,13103.0,0,0,0,0
"Bittescombe Manor, 266",Bittescombe,,0.0,0.0,0.0,0.0,PTSKMP,B03020510,PTSKMP B03020510,11897.0,11897.0,0,0,0,0
"Bitton, Thomas, 122, 129",Bitton,,0.0,0.0,0.0,0.0,PTN,B0305,PTN B0305,551.0,551.0,0,0,0,0
"Black Swan, H.M.S., 246",Black,424.0,0.0,0.0,0.0,0.0,PLK,B402,PLK B402,424.0,424.0,0,0,0,0
"Blackall, Christopher, 189",Blackall,,0.0,0.0,0.0,0.0,PLKL,B40204,PLKL B40204,435.0,435.0,0,0,0,0
"Blackford, 81(2)",Blackford,426.0,0.0,0.0,0.0,0.0,PLKFRT,B4021063,PLKFRT B4021063,426.0,426.0,0,0,0,0
"Blackford, John, 318; Lady, 81; Lord, 81, 173",Blackford,426.0,0.0,0.0,0.0,0.0,PLKFRT,B4021063,PLKFRT B4021063,426.0,426.0,0,0,0,0
"Blackhall, 15(2)",Blackhall,435.0,0.0,0.0,0.0,0.0,PLKL,B40204,PLKL B40204,435.0,435.0,0,0,0,0
"Blackman, J., 246",Blackman,6989.0,0.0,0.0,0.0,0.0,PLKMN,B402505,PLKMN B402505,6989.0,6989.0,0,0,0,0
"Blackmore, J., L., 66; Richard, Ruth, 195",Blackmore,429.0,0.0,0.0,0.0,0.0,PLKMR,B4025060,PLKMR B4025060,429.0,429.0,0,0,0,0
"Blagdon, 35",Blagdon,,0.0,0.0,0.0,0.0,PLKTN,B402305,PLKTN B402305,425.0,425.0,0,0,0,0
"Blake, Anne, 275; Hannah, 130; Mary, 189, 244; Richard, 130; Robert, 232; William, 215",Blake,433.0,0.0,0.0,0.0,0.0,PLK,B4020,PLK B4020,433.0,433.0,0,0,0,0
"Blamey, Mary, 249",Blamey,11873.0,0.0,0.0,0.0,0.0,PLM,B4050,PLM B4050,11873.0,11873.0,0,0,0,0
"Blancherd, Arthur, 239(2); Bessie, 239(2)",Blancherd,,0.0,0.0,0.0,0.0,PLNXRT,B4052063,PLNXRT B4052063,437.0,437.0,0,0,0,0
"Blandford, 82",Blandford,6440.0,0.0,0.0,0.0,0.0,PLNTFRT,B40531063,PLNTFRT B40531063,6440.0,6440.0,0,0,0,0
"Blatch, Katherine, 291",Blatch,12572.0,0.0,0.0,0.0,0.0,PLX,B40320,PLX B40320,12572.0,12572.0,0,0,0,0
"Blatchford, G., 312, 314; K., 292",Blatchford,10892.0,0.0,0.0,0.0,0.0,PLXFRT,B403201063,PLXFRT B403201063,10892.0,10892.0,0,0,0,0
"Blew-Jones, Alice, Walter, 5",BlewJones,7862.0,0.0,0.0,0.0,0.0,PLJNS,B4020502,PLJNS B4020502,7862.0,7862.0,0,0,0,0
"Blight, Sidney, 215",Blight,,0.0,0.0,0.0,0.0,PLT,B40203,PLT B40203,10885.0,10885.0,0,0,0,0
"Blinch, Ann, Catherine, Elizabeth, George, 29; Richard, 29(2)",Blinch,,0.0,0.0,0.0,0.0,PLNX,B40520,PLNX B40520,450.0,450.0,0,0,0,0
"Bliss, John, 296",Bliss,11705.0,0.0,0.0,0.0,0.0,PLS,B402,PLS B402,11705.0,11705.0,0,0,0,0
"Blogg, Chic, Len, 73",Blogg,,0.0,0.0,0.0,0.0,PLK,B402,PLK B402,424.0,424.0,0,0,0,0
"Bluett, Bertie, 163; Charles, 163(3)",Bluett,,0.0,0.0,0.0,0.0,PLT,B403,PLT B403,456.0,456.0,0,0,0,1
"Blundell, Chris, 242; Peter, 303(2); Richard, 303",Blundell,6423.0,0.0,0.0,0.0,0.0,PLNTL,B405304,PLNTL B405304,6423.0,6423.0,0,0,0,0
"Boaleh, Eileen, Les, 21",Boaleh,,0.0,0.0,0.0,0.0,PL,B040,PL B040,698.0,698.0,0,0,0,0
"Boardman, Brian, David, Shirley, Vanessa, 15",Boardman,6955.0,0.0,0.0,0.0,0.0,PRTMN,B063505,PRTMN B063505,6955.0,6955.0,0,0,0,0
"Bodmin, Cornwall, 56",Bodmin,,0.0,0.0,0.0,0.0,PTMN,B03505,PTMN B03505,10375.0,10375.0,0,0,0,0
"Bogan, Walter, 189(2); William, 189(3); Zachary, 189",Bogan,,0.0,0.0,0.0,0.0,PKN,B0205,PKN B0205,193.0,193.0,0,0,0,0
"Boger, Walter, 346",Boger,473.0,0.0,0.0,0.0,0.0,PKR,B0206,PKR B0206,473.0,473.0,0,1,0,0
"Boggis, Cecelia, Lt. Col., Mary, 238",Boggis,7863.0,0.0,0.0,0.0,0.0,PJS,B0202,PJS B0202,7863.0,7863.0,0,0,0,0
"Bogue, Richard, Sophia, 101",Bogue,,0.0,0.0,0.0,0.0,PK,B020,PK B020,688.0,688.0,0,0,0,0
"Bohay, Bowhay, Arthur, Frederick, 100",Bohay,9101.0,0.0,0.0,0.0,0.0,PH,B000,PH B000,9101.0,9101.0,0,0,0,0
"Bohun, Humphrey, 112, 113; Margaret, 112, 113",Bohun,13104.0,0.0,0.0,0.0,0.0,PHN,B050,PHN B050,13104.0,13104.0,0,0,0,0
"Bolberry, 195",Bolberry,13105.0,0.0,0.0,0.0,0.0,PLPR,B041060,PLPR B041060,13105.0,13105.0,0,0,0,0
"Boldy, Iain, 247",Boldy,,0.0,0.0,0.0,0.0,PLT,B0430,PLT B0430,487.0,487.0,0,0,0,0
"Boles, Birt, 255",Boles,,0.0,0.0,0.0,0.0,PLS,B0402,PLS B0402,10128.0,10128.0,0,0,0,0
"Bolitho, Catharine, 256; Edward, 22, 256; Geoffrey, 256; Martha, Mary, 22; Simon, 185(2); Thomas, 22; William, 185",Bolitho,10658.0,0.0,0.0,0.0,0.0,PL0,B04030,PL0 B04030,10658.0,10658.0,0,0,0,0
"Bollard, Hilda, 46",Bollard,,0.0,0.0,0.0,0.0,PLRT,B04063,PLRT B04063,12258.0,12258.0,0,0,0,0
"Bolt, L., 49; Peter, 312",Bolt,496.0,0.0,0.0,0.0,0.0,PLT,B043,PLT B043,496.0,496.0,0,0,0,0
"Bond, Edmund, 5(2); Edward, 5(2); James, 52; John, 5(3); Peter, 5(2); Roger, 5; William, 5, 136",Bond,503.0,0.0,0.0,0.0,0.0,PNT,B053,PNT B053,503.0,503.0,0,0,0,0
"Bonditch, Reginald, 305",Bonditch,7864.0,0.0,0.0,0.0,0.0,PNTX,B0530320,PNTX B0530320,7864.0,7864.0,0,0,0,0
"Bone, Amanda, 189",Bone,570.0,0.0,0.0,0.0,0.0,PN,B050,PN B050,570.0,570.0,0,0,0,0
"Boniface, St., 82",Boniface,,0.0,0.0,0.0,0.0,PNFS,B0501020,PNFS B0501020,507.0,507.0,0,0,0,0
"Bonifant, 70, 71",Bonifant,,0.0,0.0,0.0,0.0,PNFNT,B0501053,PNFNT B0501053,508.0,508.0,0,0,0,0
"Bonville, Elizabeth, Margaret, Sir William, 192",Bonville,,0.0,0.0,0.0,0.0,PNFL,B051040,PNFL B051040,513.0,513.0,0,0,0,0
"Boone, family, 40; Daniel, 40",Boone,570.0,0.0,0.0,0.0,0.0,PN,B050,PN B050,570.0,570.0,0,0,0,0
"Boorman, Dorothy, John, 45",Boorman,,0.0,0.0,0.0,0.0,PRMN,B06505,PRMN B06505,562.0,562.0,0,0,0,0
"Booth, Boothe, Joan, 33; John, 83",Booth,,0.0,0.0,0.0,0.0,P0,B030,P0 B030,283.0,283.0,0,0,0,0
"Boringdon, Borringdon, 203(2), 250",Boringdon,,0.0,0.0,0.0,0.0,PRNKTN,B06052305,PRNKTN B06052305,524.0,524.0,0,0,0,0
"Borringdon, Frances, John, 250; Lord, 250(2); Viscount, 250",Borringdon,,0.0,0.0,0.0,0.0,PRNKTN,B06052305,PRNKTN B06052305,524.0,524.0,0,0,0,0
"Bosanquet, Augustus, James, Merelina, Theodore, 40",Bosanquet,7865.0,0.0,0.0,0.0,0.0,PSNKT,B0205203,PSNKT B0205203,7865.0,7865.0,0,0,0,0
"Bostock, Alice, William, 301",Bostock,7866.0,0.0,0.0,0.0,0.0,PSTK,B02302,PSTK B02302,7866.0,7866.0,0,0,0,0
"Boston, Lincs., 275(4)",Boston,,0.0,0.0,0.0,0.0,PSTN,B02305,PSTN B02305,277.0,277.0,0,0,0,0
"Bott, Hilda, 83; Wilfred, 15",Bott,,0.0,0.0,0.0,0.0,PT,B030,PT B030,734.0,734.0,0,0,0,0
"Boucher, B., 178; Charles, 178(4); Helen, 178(2)",Boucher,464.0,0.0,0.0,0.0,0.0,PXR,B0206,PXR B0206,464.0,464.0,0,0,0,0
"Bougins, Prothesie, Walter, William, 316",Bougins,13106.0,0.0,0.0,0.0,0.0,PJNS,B02052,PJNS B02052,13106.0,13106.0,0,0,0,0
"Boultbee, Thomas, 15",Boultbee,7867.0,0.0,0.0,0.0,0.0,PLTP,B04310,PLTP B04310,7867.0,7867.0,0,0,0,0
"Boundy, Blanch, David, 257; Edgar, 83; John, 257; Walter, 27",Boundy,,1.0,0.0,0.0,0.0,PNT,B0530,PNT B0530,541.0,541.0,0,0,0,0
"Bourchier, Cecily, 17; Elizabeth, 41, 42; Sir John, 17",Bourchier,13107.0,0.0,0.0,0.0,0.0,PRX,B06206,PRX B06206,13107.0,13107.0,0,0,0,0
"Bourke, Helen, 53",Bourke,,0.0,0.0,0.0,0.0,PRK,B0620,PRK B0620,708.0,708.0,0,0,0,0
"Bourley, Great, 55",Bourley,,0.0,0.0,0.0,0.0,PRL,B0640,PRL B0640,710.0,710.0,0,0,0,0
"Boutflower, I, 130",Boutflower,7868.0,0.0,0.0,0.0,0.0,PTFLR,B031406,PTFLR B031406,7868.0,7868.0,0,0,0,0
"Bovacott, 39(2)",Bovacott,7869.0,0.0,0.0,0.0,0.0,PFKT,B010203,PFKT B010203,7869.0,7869.0,0,0,0,0
"Bovey, Ann, 252, 253; William, 252",Bovey,,0.0,0.0,0.0,0.0,PF,B010,PF B010,544.0,544.0,0,0,0,0
"Bovey House, 27",Bovey,,0.0,0.0,0.0,0.0,PF,B010,PF B010,544.0,544.0,0,0,0,0
"Bovey, North, 37-8; rector of, 37",Bovey,,0.0,0.0,0.0,0.0,PF,B010,PF B010,544.0,544.0,0,0,0,0
"Bowcer, Lady Elizabeth, 41, 42",Bowcer,,0.0,0.0,0.0,0.0,PSR,B0206,PSR B0206,278.0,278.0,0,0,0,0
"Bowden, Charles, 325; Elizabeth, 169(2); Frederick, 38; Grace, 266; Harry, 208; Jane, 169; John, 266; Lily, 337; Richard, 169; Thomas, 169(2); William, 169(2)",Bowden,,0.0,1.0,0.0,0.0,PTN,B0305,PTN B0305,551.0,551.0,0,0,0,0
"Bowden-Snell, Michael, 22",BowdenSnell,7870.0,0.0,0.0,0.0,0.0,PTNSNL,B03052504,PTNSNL B03052504,7870.0,7870.0,0,0,0,0
"Bowditch, Laura, 211",Bowditch,10924.0,0.0,0.0,0.0,0.0,PTX,B030320,PTX B030320,10924.0,10924.0,0,0,0,0
"Bowen, Frederick, 173; Teresa, Rear-Admiral, 169",Bowen,570.0,0.0,0.0,0.0,0.0,PN,B050,PN B050,570.0,570.0,0,0,0,0
"Bower, E., 181",Bower,725.0,0.0,0.0,0.0,0.0,PR,B060,PR B060,725.0,725.0,0,0,0,0
"Bowerd, A., 239",Bowerd,,0.0,0.0,0.0,0.0,PRT,B063,PRT B063,356.0,356.0,0,0,0,0
"Bowerman, Ellen, Robert, 163",Bowerman,,0.0,0.0,0.0,0.0,PRMN,B06505,PRMN B06505,562.0,562.0,0,0,0,0
"Bowers, H., 87; Henry, 246",Bowers,,0.0,0.0,0.0,0.0,PRS,B062,PRS B062,9246.0,9246.0,0,0,0,0
"Bowhay, Enid, 165",Bowhay,564.0,0.0,0.0,0.0,0.0,P,B000,P B000,564.0,564.0,0,0,0,0
"Bowker, Clarice, 173",Bowker,,0.0,0.0,1.0,0.0,PKR,B0206,PKR B0206,473.0,473.0,0,1,0,0
"Bowlby, Mary, Russell, 166",Bowlby,,0.0,0.0,0.0,0.0,PLP,B0410,PLP B0410,12109.0,12109.0,0,0,0,0
"Bowles, C., H., Henry, 215",Bowles,,0.0,0.0,0.0,0.0,PLS,B0402,PLS B0402,10128.0,10128.0,0,0,0,0
"Bowood, W., 1",Bowood,,0.0,0.0,0.0,0.0,PT,B030,PT B030,734.0,734.0,0,0,0,0
"Bowring, Argernon, Edgar, 125; Robert, 6",Bowring,716.0,0.0,0.0,0.0,0.0,PRNK,B06052,PRNK B06052,716.0,716.0,0,0,0,0
"Bowringsleigh, 5(3)",Bowringsleigh,7871.0,0.0,0.0,0.0,0.0,PRNKSL,B060524020,PRNKSL B060524020,7871.0,7871.0,0,0,0,0
"Boyd, Archibald, 113; Dean, 165; John, Walter, 162",Boyd,734.0,0.0,0.0,0.0,0.0,PT,B030,PT B030,734.0,734.0,0,0,0,0
"Bracewell, Clara, Robinson, 249",Bracewell,13108.0,0.0,0.0,0.0,0.0,PRSL,B60204,PRSL B60204,13108.0,13108.0,0,0,0,0
"Braddell, Dorothea, 322",Braddell,,0.0,0.0,0.0,0.0,PRTL,B60304,PRTL B60304,653.0,653.0,0,0,0,0
"Braddick, Ernest, 109",Braddick,,0.0,0.0,0.0,0.0,PRTK,B60302,PRTK B60302,9680.0,9680.0,0,0,0,0
"Bradley, C., Jessie, 303",Bradley,9398.0,0.0,0.0,0.0,0.0,PRTL,B60340,PRTL B60340,9398.0,9398.0,0,0,0,0
"Bragg, Mr and Mrs, W., 107",Bragg,,0.0,0.0,0.0,0.0,PRK,B602,PRK B602,665.0,665.0,0,0,0,0
"Bramley, Henry, 318(2)",Bramley,,0.0,0.0,0.0,0.0,PRML,B60540,PRML B60540,11885.0,11885.0,0,0,0,0
"Brand, Brandt, Brant, Beryl, 234; G., 111; Herbert, 19",Brand,618.0,0.0,0.0,0.0,0.0,PRNT,B6053,PRNT B6053,618.0,618.0,0,0,0,0
"Brantyngham, Thomas, 112, 118, 122",Brantyngham,7872.0,0.0,0.0,0.0,0.0,PRNTNKM,B605305205,PRNTNKM B605305205,7872.0,7872.0,0,0,0,0
"Brassey, Nathaniel, Sophia, 342",Brassey,,0.0,0.0,0.0,0.0,PRS,B6020,PRS B6020,684.0,684.0,0,0,0,0
"Bratt, J., 239",Bratt,,0.0,0.0,0.0,0.0,PRT,B603,PRT B603,9662.0,9662.0,0,0,0,0
"Braund, Juliana, 134",Braund,,0.0,0.0,0.0,0.0,PRNT,B6053,PRNT B6053,618.0,618.0,0,0,0,0
"Bray, High, 43-4; rectors of, 44(2)",Bray,593.0,0.0,0.0,0.0,0.0,PR,B600,PR B600,593.0,593.0,0,0,0,0
"Bray, Jack, 284",Bray,593.0,0.0,0.0,0.0,0.0,PR,B600,PR B600,593.0,593.0,0,0,0,0
"Brayford Hill, 57",Brayford,,0.0,0.0,0.0,0.0,PRFRT,B601063,PRFRT B601063,9492.0,9492.0,0,0,0,0
"Brayley, Joffre, 211",Brayley,,0.0,0.0,0.0,0.0,PRL,B6040,PRL B6040,583.0,583.0,0,0,0,0
"Bredin, Margaret, 171; Mary, 9",Bredin,,0.0,0.0,0.0,0.0,PRTN,B60305,PRTN B60305,687.0,687.0,0,0,0,0
"Breeze, Alfred, 245",Breeze,,0.0,0.0,0.0,0.0,PRS,B6020,PRS B6020,684.0,684.0,0,0,0,0
"Bremell, 316",Bremell,660.0,0.0,0.0,0.0,0.0,PRML,B60504,PRML B60504,660.0,660.0,0,0,0,0
"Bren, Henry, 163",Bren,,0.0,0.0,0.0,0.0,PRN,B605,PRN B605,673.0,673.0,0,0,0,0
"Brend, Percival, 19",Brend,618.0,0.0,0.0,0.0,0.0,PRNT,B6053,PRNT B6053,618.0,618.0,0,0,0,0
"Brent, South, 44-5",Brent,618.0,0.0,0.0,0.0,0.0,PRNT,B6053,PRNT B6053,618.0,618.0,0,0,0,0
"Brenton, rector of, 47",Brenton,,0.0,0.0,0.0,0.0,PRNTN,B605305,PRNTN B605305,606.0,606.0,0,0,0,0
"Brenton, Henry, 137",Brenton,,0.0,0.0,0.0,0.0,PRNTN,B605305,PRNTN B605305,606.0,606.0,0,0,0,0
"Bret, Alexander, 229, 230; Robert, 229, 230",Bret,,0.0,0.0,0.0,0.0,PRT,B603,PRT B603,9662.0,9662.0,0,0,0,0
"Brew, H., 302",Brew,,0.0,0.0,0.0,0.0,PR,B600,PR B600,593.0,593.0,0,0,0,0
"Brewer, R., 320",Brewer,614.0,0.0,0.0,0.0,0.0,PRR,B606,PRR B606,614.0,614.0,0,0,0,0
"Brice, F., 227",Brice,684.0,0.0,0.0,0.0,0.0,PRS,B6020,PRS B6020,684.0,684.0,0,0,0,0
"Brickdale, Anne, 51; John, 52",Brickdale,7873.0,0.0,0.0,0.0,0.0,PRKTL,B6023040,PRKTL B6023040,7873.0,7873.0,0,0,0,0
"Bridge, Henry, W., 291",Bridge,,0.0,0.0,0.0,0.0,PRJ,B60320,PRJ B60320,9488.0,9488.0,0,0,0,0
"Bridgeman, William, 312",Bridgeman,,0.0,0.0,0.0,0.0,PRJMN,B60320505,PRJMN B60320505,10216.0,10216.0,0,0,0,0
"Bridges, Charles, 178; Eliza, George, 224; Roland, 178",Bridges,11944.0,0.0,0.0,0.0,0.0,PRJS,B603202,PRJS B603202,11944.0,11944.0,0,0,0,0
"Bridgetown, 316",Bridgetown,7874.0,0.0,0.0,0.0,0.0,PRJTN,B60320305,PRJTN B60320305,7874.0,7874.0,0,0,0,0
"Bridgood, John, 173",Bridgood,7875.0,0.0,0.0,0.0,0.0,PRTKT,B603203,PRTKT B603203,7875.0,7875.0,0,0,0,0
"Brierley, Leonard, 72",Brierley,7876.0,0.0,0.0,0.0,0.0,PRRL,B60640,PRRL B60640,7876.0,7876.0,0,0,0,0
"Briggs, Frederick, 157",Briggs,,0.0,0.0,0.0,0.0,PRKS,B602,PRKS B602,11179.0,11179.0,0,0,0,0
"Bright, T., 312",Bright,635.0,0.0,0.0,0.0,0.0,PRT,B60203,PRT B60203,635.0,635.0,0,0,0,0
